"RECNUM","SEX","AGYSPNDS","AgeAtAdopt","ChildRace","BioMomAgeAtBirth","MOMARRD"
"260240000000",1,2,6,2,23,2
"260244000000",1,2,6,1,26,2
"260247000000",1,2,8,2,20,2
"260247000000",2,2,10,2,18,2
"260249000000",2,2,6,2,33,3
"260249000000",2,2,6,1,29,3
"260251000000",2,2,6,2,30,2
"260256000000",1,2,15,2,31,2
"260256000000",1,2,9,2,36,2
"260258000000",1,2,6,1,19,2
"260258000000",1,2,6,1,19,2
"260258000000",2,2,6,1,21,2
"260264000000",2,2,5,7,27,2
"260264000000",2,2,9,2,38,2
"260264000000",2,2,12,2,35,2
"260272000000",1,2,6,2,28,2
"260272000000",2,2,6,99,35,3
"260272000000",2,2,6,99,35,3
"260272000000",1,2,6,2,34,2
"260272000000",1,2,6,2,34,2
"260277000000",1,2,5,99,30,2
"260277000000",2,2,6,1,22,2
"260278000000",2,2,6,99,24,2
"260280000000",1,2,6,1,22,1
"260282000000",2,2,16,2,22,3
"260285000000",2,2,11,1,34,1
"260285000000",1,2,8,1,38,1
"260286000000",2,2,5,1,27,1
"260287000000",1,2,6,2,24,2
"260293000000",1,2,10,7,25,2
"260294000000",2,2,5,2,26,3
"260296000000",1,2,6,2,24,2
"260296000000",2,2,7,2,40,2
"260297000000",1,2,6,2,23,2
"260301000000",1,2,6,1,30,2
"260302000000",2,2,6,2,26,2
"260303000000",1,2,6,2,26,2
"260304000000",2,2,6,3,23,2
"260314000000",1,2,7,1,33,2
"260317000000",2,2,9,2,42,1
"260317000000",1,2,11,2,40,1
"260322000000",1,2,6,2,22,2
"260322000000",2,2,6,1,22,2
"260329000000",2,2,6,2,21,2
"260333000000",2,2,6,2,24,2
"260336000000",1,2,6,1,16,2
"260346000000",2,2,6,1,15,2
"260348000000",2,2,5,1,34,2
"260349000000",2,2,5,1,20,2
"260349000000",1,2,6,1,42,3
"260349000000",1,2,6,7,19,3
"260349000000",1,2,8,2,35,3
"260349000000",1,2,6,2,26,2
"260350000000",1,2,13,7,22,2
"260350000000",2,2,11,7,25,2
"260351000000",1,2,6,2,20,2
"260353000000",2,2,6,2,22,2
"260354000000",1,2,10,7,20,2
"260354000000",1,2,8,7,23,2
"260358000000",2,2,7,99,23,2
"260360000000",2,2,6,2,23,2
"260361000000",1,2,5,1,24,2
"260366000000",2,2,6,99,20,2
"260366000000",1,2,5,2,29,2
"260367000000",1,2,6,7,38,2
"260370000000",1,2,5,1,26,2
"260370000000",2,2,6,2,40,2
"260371000000",2,2,6,2,35,2
"260372000000",1,2,6,7,30,2
"260377000000",1,2,5,1,20,1
"260379000000",2,2,6,2,19,NA
"260379000000",2,2,5,99,30,3
"260380000000",1,2,11,2,22,2
"260380000000",1,2,10,2,23,2
"260380000000",1,2,6,2,26,2
"260386000000",2,2,6,2,30,2
"260391000000",2,2,7,99,37,2
"260391000000",1,2,6,2,45,2
"260393000000",1,2,6,2,29,2
"260394000000",1,2,5,7,30,2
"260394000000",2,2,10,2,18,2
"260394000000",1,2,6,2,21,2
"260394000000",2,2,5,2,23,2
"260395000000",2,2,5,99,35,2
"260397000000",2,2,5,1,28,2
"260398000000",2,2,6,1,25,2
"260501000000",1,2,6,1,26,1
"260506000000",2,2,9,2,31,2
"260506000000",1,2,10,99,30,2
"260507000000",2,2,10,2,40,2
"260507000000",1,2,7,7,17,2
"260508000000",2,2,6,2,17,2
"260509000000",2,2,10,7,30,2
"260514000000",1,2,6,2,19,2
"260514000000",2,2,7,2,17,2
"260514000000",2,2,7,2,17,2
"260521000000",1,2,10,1,NA,2
"260522000000",2,2,6,7,19,2
"260526000000",1,2,5,1,21,3
"260526000000",1,2,5,1,19,2
"260529000000",2,2,7,1,32,2
"260533000000",2,2,16,2,33,3
"260534000000",1,2,6,1,24,2
"260534000000",1,2,6,1,24,2
"260535000000",1,2,5,1,24,2
"260539000000",1,2,6,1,19,2
"260540000000",1,2,9,1,21,2
"260540000000",1,2,7,1,22,2
"260543000000",1,2,6,2,18,2
"260543000000",1,2,5,2,23,2
"260547000000",1,2,6,7,21,2
"260550000000",1,2,6,2,NA,2
"260554000000",2,2,5,7,24,2
"260559000000",1,2,5,2,19,2
"260562000000",1,2,7,99,25,2
"260563000000",1,2,5,2,23,3
"260565000000",2,2,8,1,23,2
"260565000000",2,2,5,99,29,2
"260566000000",1,2,5,99,22,2
"260569000000",1,2,6,2,19,2
"260570000000",1,2,6,2,20,2
"260571000000",2,2,5,1,21,2
"260580000000",2,2,5,1,18,2
"260580000000",2,2,5,1,37,2
"260582000000",1,2,6,99,20,2
"260583000000",1,2,6,2,NA,NA
"260585000000",2,2,6,2,15,2
"260590000000",1,2,6,1,38,2
"260590000000",2,2,5,1,27,2
"260596000000",2,2,5,1,23,1
"260598000000",2,2,9,1,32,1
"260598000000",1,2,8,1,33,1
"260598000000",2,2,5,1,35,1
"260599000000",2,2,5,99,31,3
"260601000000",1,2,6,99,28,2
"260603000000",2,2,5,2,16,2
"260604000000",1,2,5,7,24,2
"260604000000",2,2,5,2,28,2
"260609000000",2,2,6,2,17,2
"260610000000",1,2,9,2,17,2
"260610000000",1,2,7,2,19,2
"260611000000",1,2,7,2,18,2
"260615000000",2,2,9,99,23,2
"260615000000",1,2,6,7,20,2
"260615000000",1,2,5,1,26,1
"260615000000",1,2,5,2,20,2
"260618000000",2,2,18,2,23,2
"260618000000",1,2,7,99,20,3
"260618000000",1,2,5,7,39,2
"260620000000",1,2,5,99,23,2
"260622000000",1,2,4,1,25,2
"260624000000",2,2,5,2,15,2
"260624000000",2,2,5,1,17,2
"260628000000",2,2,5,2,17,NA
"260629000000",2,2,5,1,25,2
"260630000000",2,2,6,99,24,2
"260631000000",1,2,6,7,35,2
"260631000000",1,2,5,2,29,2
"260631000000",1,2,6,2,21,2
"260633000000",2,2,6,2,40,3
"260633000000",1,2,6,2,31,3
"260639000000",1,2,5,1,40,2
"260639000000",2,2,12,2,20,3
"260639000000",1,2,10,2,22,3
"260639000000",2,2,7,2,25,3
"260645000000",1,2,7,2,29,2
"260645000000",1,2,6,2,30,2
"260645000000",1,2,7,7,38,2
"260646000000",2,2,5,2,16,2
"260650000000",1,2,4,1,27,2
"260651000000",1,2,5,2,21,2
"260652000000",1,2,4,1,30,2
"260656000000",1,2,6,1,30,2
"260657000000",2,2,7,99,27,2
"260658000000",2,2,5,7,26,2
"260658000000",1,2,7,7,39,2
"260659000000",1,2,5,99,31,2
"260660000000",2,2,5,2,19,2
"260660000000",2,2,5,99,34,2
"260662000000",2,2,14,1,38,3
"260667000000",2,2,10,7,28,3
"260667000000",1,2,6,7,32,3
"260670000000",2,2,7,2,30,2
"260681000000",1,2,5,1,24,1
"260682000000",1,2,5,1,24,2
"260682000000",1,2,5,99,26,2
"260682000000",2,2,5,2,30,2
"260686000000",2,2,12,2,20,2
"260686000000",1,2,6,2,25,2
"260686000000",1,2,5,2,26,2
"260686000000",2,2,5,99,20,2
"260688000000",2,2,5,1,22,2
"260690000000",1,2,5,1,21,2
"260692000000",2,2,5,7,27,2
"260694000000",2,2,7,7,27,2
"260695000000",2,2,5,1,21,3
"260699000000",1,2,5,7,20,2
"260699000000",1,2,5,7,35,2
"260800000000",1,2,6,99,21,3
"260801000000",2,2,5,99,28,2
"260803000000",1,2,5,99,24,2
"260804000000",1,2,5,2,30,2
"260806000000",2,2,5,1,40,2
"260808000000",2,2,5,7,31,3
"260810000000",1,2,6,2,17,2
"260810000000",2,2,10,2,24,2
"260811000000",2,2,5,2,20,2
"260812000000",1,2,4,1,32,2
"260813000000",1,2,5,2,24,2
"260815000000",1,2,6,1,34,NA
"260815000000",2,2,5,1,29,2
"260825000000",2,2,5,2,24,2
"260826000000",1,2,5,1,27,2
"260829000000",1,2,10,1,19,2
"260829000000",2,2,9,1,21,2
"260829000000",1,2,6,1,23,2
"260830000000",2,2,5,99,16,2
"260830000000",1,2,4,2,21,2
"260832000000",1,2,5,1,35,2
"260835000000",2,2,5,1,23,2
"260836000000",1,2,5,7,30,1
"260838000000",1,2,10,2,29,2
"260838000000",1,2,7,2,42,1
"260839000000",2,2,5,1,27,2
"260840000000",1,2,5,7,30,2
"260840000000",1,2,5,2,28,3
"260843000000",2,2,5,1,29,2
"260844000000",1,2,5,2,22,2
"260845000000",1,2,13,7,24,2
"260845000000",1,2,11,7,26,2
"260845000000",1,2,9,7,28,2
"260845000000",1,2,5,7,32,2
"260846000000",2,2,4,1,29,2
"260847000000",2,2,9,2,29,2
"260849000000",2,2,11,2,40,2
"260851000000",1,2,5,2,16,2
"260851000000",2,2,4,2,24,2
"260855000000",1,2,5,7,23,3
"260859000000",1,2,8,99,18,2
"260859000000",2,2,5,99,21,2
"260859000000",1,2,5,7,28,2
"260862000000",1,2,5,2,18,2
"260863000000",1,2,5,2,25,2
"260864000000",1,2,10,7,34,3
"260864000000",1,2,18,7,26,3
"260869000000",1,2,5,99,16,2
"260871000000",1,2,4,1,20,2
"260872000000",1,2,5,1,20,2
"260873000000",1,2,4,1,26,2
"260873000000",2,2,6,2,23,3
"260876000000",2,2,5,2,43,2
"260876000000",2,2,4,1,26,2
"260880000000",2,2,4,1,18,2
"260882000000",2,2,5,2,24,2
"260884000000",2,2,5,99,19,2
"260886000000",1,2,5,2,22,2
"260886000000",1,2,5,2,22,2
"260887000000",1,2,5,99,43,2
"260889000000",1,2,8,2,16,2
"260889000000",1,2,4,2,39,2
"260892000000",2,2,4,1,25,1
"260892000000",1,2,5,99,34,2
"260893000000",1,2,6,7,32,3
"260893000000",2,2,7,7,30,3
"260894000000",2,2,4,7,34,3
"260896000000",2,2,6,7,21,2
"260896000000",1,2,6,7,20,2
"260903000000",1,2,4,2,20,3
"260905000000",2,2,7,2,19,2
"260905000000",1,2,9,2,19,2
"260905000000",1,2,4,1,28,1
"260908000000",2,2,4,2,25,2
"260915000000",2,2,5,7,24,2
"260916000000",2,2,4,2,32,2
"260916000000",2,2,4,2,24,2
"260920000000",2,2,6,2,23,2
"260920000000",1,2,5,2,24,2
"260922000000",2,2,5,2,28,2
"260922000000",1,2,4,99,29,3
"260926000000",2,2,5,2,19,2
"260926000000",2,2,5,7,17,2
"260927000000",2,2,15,2,20,2
"260928000000",2,2,5,1,31,3
"260934000000",2,2,4,2,20,2
"260937000000",2,2,5,7,24,2
"260940000000",1,2,5,7,30,2
"260940000000",1,2,4,1,18,2
"260944000000",1,2,4,2,27,2
"260947000000",2,2,4,1,26,2
"260950000000",1,2,9,1,25,1
"260951000000",2,2,4,2,27,2
"260954000000",1,2,5,2,33,2
"260955000000",1,2,5,99,22,3
"260955000000",2,2,4,1,24,2
"260955000000",2,2,4,2,24,2
"260956000000",2,2,4,1,22,2
"260956000000",2,2,14,2,38,3
"260958000000",1,2,4,7,21,2
"260958000000",1,2,5,2,28,2
"260959000000",2,2,9,2,32,2
"260959000000",2,2,11,2,29,2
"260959000000",1,2,13,2,27,2
"260960000000",2,2,5,4,39,2
"260961000000",1,2,4,99,22,2
"260962000000",1,2,4,2,36,2
"260964000000",2,2,4,1,24,2
"260968000000",2,2,4,2,30,2
"260968000000",1,2,5,2,25,3
"260969000000",1,2,16,99,25,2
"260970000000",2,2,7,2,21,2
"260970000000",1,2,3,1,19,2
"260971000000",1,2,4,99,18,2
"260973000000",1,2,6,7,18,3
"260973000000",2,2,7,7,17,2
"260974000000",1,2,4,7,NA,3
"260979000000",1,2,14,2,33,2
"260980000000",1,2,4,1,25,1
"260982000000",2,2,5,1,32,1
"260983000000",1,2,4,2,30,2
"260987000000",2,2,8,2,19,3
"260993000000",1,2,4,2,43,2
"260994000000",1,2,5,2,22,2
"260999000000",2,2,4,7,31,2
"261000000000",1,2,4,99,22,2
"261104000000",2,2,4,2,21,2
"261111000000",1,2,5,1,25,2
"261111000000",1,2,5,7,30,2
"261114000000",2,2,5,2,29,2
"261114000000",1,2,4,2,20,3
"261114000000",1,2,15,2,16,2
"261115000000",2,2,4,1,19,2
"261116000000",2,2,4,2,18,3
"261117000000",1,2,5,2,39,2
"261117000000",2,2,4,1,22,2
"261120000000",2,2,7,7,27,2
"261122000000",2,2,5,1,26,2
"261124000000",2,2,5,2,33,2
"261126000000",2,2,3,2,28,2
"261127000000",1,2,4,7,25,2
"261127000000",2,2,5,2,20,2
"261128000000",1,2,4,2,27,2
"261128000000",2,2,4,1,27,1
"261128000000",1,2,18,2,20,2
"261128000000",1,2,5,99,34,2
"261129000000",1,2,4,2,35,2
"261129000000",1,2,4,1,31,1
"261129000000",1,2,5,1,26,NA
"261131000000",2,2,4,1,29,2
"261131000000",1,2,4,1,29,2
"261132000000",1,2,5,1,28,1
"261137000000",1,2,4,7,37,3
"261142000000",2,2,7,7,21,NA
"261142000000",1,2,4,2,32,2
"261144000000",1,2,4,7,25,2
"261144000000",1,2,4,99,22,2
"261145000000",2,2,5,2,37,3
"261145000000",1,2,4,99,41,2
"261146000000",1,2,5,2,18,2
"261147000000",1,2,4,2,18,2
"261149000000",2,2,4,7,21,2
"261150000000",2,2,6,99,21,3
"261150000000",1,2,4,4,18,2
"261152000000",2,2,5,99,19,2
"261155000000",2,2,4,2,31,1
"261156000000",1,2,4,1,29,2
"261156000000",2,2,4,2,18,3
"261157000000",2,2,5,2,25,3
"261160000000",2,2,5,99,28,2
"261161000000",2,2,4,1,22,2
"261162000000",2,2,5,7,19,2
"261162000000",2,2,4,2,26,2
"261163000000",1,2,14,7,17,2
"261166000000",2,2,4,1,28,2
"261169000000",1,2,3,2,36,2
"261170000000",1,2,4,1,32,2
"261170000000",1,2,8,7,28,2
"261172000000",2,2,5,2,15,3
"261173000000",1,2,12,7,17,3
"261174000000",2,2,4,2,19,2
"261174000000",1,2,4,1,20,2
"261174000000",1,2,5,2,19,2
"261174000000",1,2,4,2,22,2
"261176000000",2,2,4,7,22,2
"261177000000",1,2,4,2,21,2
"261182000000",1,2,4,1,25,2
"261183000000",2,2,5,2,23,2
"261183000000",1,2,5,2,23,2
"261183000000",1,2,4,1,40,2
"261184000000",2,2,4,1,23,2
"261185000000",2,2,4,2,23,2
"261185000000",1,2,4,99,36,2
"261187000000",2,2,4,7,20,2
"261190000000",1,2,4,7,28,2
"261196000000",2,2,5,99,17,2
"261197000000",2,2,4,1,21,2
"261198000000",1,2,6,1,39,2
"261198000000",2,2,4,99,21,2
"261202000000",2,2,4,7,30,2
"261203000000",1,2,5,2,25,3
"261205000000",2,2,4,2,16,2
"261206000000",2,2,18,1,NA,3
"261209000000",1,2,4,1,28,2
"261211000000",1,2,3,1,25,3
"261213000000",1,2,4,2,27,2
"261213000000",1,2,5,2,23,2
"261214000000",2,2,4,7,24,2
"261215000000",2,2,4,2,25,2
"261215000000",1,2,4,2,25,2
"261215000000",2,2,4,2,24,2
"261216000000",2,2,4,2,29,2
"261218000000",2,2,11,2,38,2
"261220000000",2,2,4,1,31,1
"261220000000",1,2,4,2,19,2
"261223000000",2,2,4,2,20,2
"261223000000",1,2,4,2,20,2
"261225000000",1,2,5,99,19,2
"261226000000",1,2,4,99,29,2
"261229000000",1,2,4,2,23,2
"261229000000",2,2,5,2,35,2
"261230000000",2,2,4,2,30,2
"261232000000",1,2,13,2,21,2
"261232000000",2,2,11,2,23,2
"261233000000",1,2,3,1,20,2
"261238000000",2,2,9,1,26,2
"261239000000",2,2,4,2,28,2
"261241000000",1,2,4,2,28,2
"261241000000",1,2,8,7,20,2
"261242000000",2,2,8,2,19,3
"261242000000",1,2,6,2,21,3
"261242000000",2,2,5,2,23,3
"261242000000",2,2,4,2,16,2
"261242000000",1,2,4,99,22,2
"261242000000",1,2,4,1,31,1
"261242000000",2,2,4,1,25,2
"261245000000",2,2,4,2,22,2
"261248000000",2,2,3,2,20,2
"261250000000",1,2,5,1,24,2
"261253000000",1,2,4,2,42,2
"261256000000",1,2,8,7,21,2
"261256000000",2,2,4,7,25,2
"261257000000",2,2,4,2,19,2
"261259000000",1,2,4,1,24,2
"261259000000",1,2,4,99,24,2
"261259000000",1,2,4,1,31,2
"261259000000",1,2,4,2,31,2
"261262000000",1,2,3,1,24,2
"261264000000",2,2,4,1,24,2
"261267000000",2,2,4,1,31,2
"261268000000",2,2,7,2,19,2
"261270000000",1,2,4,7,42,2
"261272000000",2,2,4,7,23,2
"261273000000",2,2,4,2,24,2
"261273000000",2,2,3,2,29,2
"261274000000",2,2,6,7,19,2
"261275000000",1,2,7,7,23,2
"261275000000",2,2,4,2,27,2
"261278000000",2,2,5,2,19,NA
"261279000000",1,2,4,1,35,2
"261279000000",2,2,5,2,24,2
"261279000000",1,2,4,2,21,3
"261280000000",1,2,4,1,35,2
"261281000000",1,2,4,7,24,1
"261282000000",2,2,5,2,30,2
"261282000000",1,2,4,2,19,3
"261282000000",1,2,4,2,19,3
"261282000000",1,2,3,1,26,2
"261283000000",1,2,4,99,22,2
"261284000000",2,2,4,2,26,2
"261286000000",1,2,5,2,32,2
"261286000000",1,2,4,1,30,2
"261286000000",1,2,3,1,22,2
"261287000000",1,2,5,1,29,2
"261287000000",1,2,4,1,21,2
"261288000000",1,2,4,1,27,2
"261288000000",2,2,4,2,37,3
"261288000000",1,2,4,7,23,2
"261290000000",1,2,4,1,25,2
"261293000000",2,2,6,2,33,2
"261296000000",1,2,4,2,29,2
"261300000000",1,2,4,2,23,2
"261301000000",2,2,4,2,39,3
"261302000000",1,2,4,2,20,2
"261306000000",2,2,16,2,32,2
"261306000000",2,2,4,2,27,2
"261308000000",2,2,4,2,21,2
"261310000000",2,2,4,2,31,3
"261313000000",1,2,4,99,21,1
"261315000000",2,2,18,2,26,2
"261315000000",1,2,16,2,28,2
"261315000000",1,2,13,2,31,2
"261315000000",1,2,12,99,33,3
"261318000000",2,2,4,2,25,2
"261323000000",1,2,4,99,24,2
"261323000000",1,2,4,2,24,2
"261324000000",1,2,14,7,22,2
"261324000000",1,2,11,7,24,2
"261324000000",1,2,7,7,29,2
"261325000000",2,2,4,2,39,2
"261327000000",2,2,4,7,16,3
"261328000000",1,2,4,2,24,2
"261329000000",1,2,5,2,16,2
"261329000000",2,2,3,2,25,2
"261330000000",1,2,3,1,20,2
"261331000000",2,2,3,1,26,2
"261332000000",2,2,4,2,28,3
"261333000000",1,2,5,2,20,2
"261335000000",1,2,4,2,30,3
"261337000000",2,2,4,99,35,2
"261340000000",1,2,4,7,30,3
"261347000000",1,2,4,1,20,2
"261347000000",1,2,4,99,21,2
"261350000000",2,2,3,2,NA,2
"261350000000",1,2,3,1,21,2
"261350000000",1,2,3,1,21,2
"261351000000",2,2,4,2,25,3
"261352000000",1,2,4,1,35,1
"261352000000",1,2,4,1,34,1
"261355000000",1,2,3,7,37,3
"261356000000",1,2,3,99,22,2
"261360000000",1,2,3,99,23,3
"261360000000",1,2,3,1,26,2
"261364000000",1,2,3,2,21,2
"261367000000",1,2,6,99,35,2
"261367000000",2,2,4,2,31,1
"261372000000",1,2,4,99,23,2
"261372000000",1,2,4,2,20,2
"261373000000",2,2,4,2,35,2
"261374000000",2,2,15,1,21,2
"261376000000",2,2,11,2,41,2
"261377000000",1,2,4,2,35,2
"261379000000",2,2,4,1,35,2
"261382000000",2,2,4,2,22,2
"261384000000",1,2,4,2,20,2
"261385000000",1,2,3,2,31,2
"261386000000",2,2,3,99,29,2
"261388000000",2,2,4,1,39,3
"261388000000",2,2,8,1,35,3
"261391000000",2,2,3,1,24,1
"261391000000",2,2,4,2,28,2
"261393000000",2,2,4,2,23,2
"261401000000",2,2,4,7,41,2
"261403000000",1,2,3,2,31,2
"261404000000",2,2,3,2,23,2
"261406000000",1,2,5,99,26,2
"261406000000",2,2,5,2,18,2
"261407000000",1,2,4,99,20,3
"261414000000",1,2,3,2,22,2
"261415000000",2,2,4,2,28,3
"261416000000",1,2,3,2,30,2
"261418000000",2,2,3,2,25,3
"261418000000",2,2,3,2,17,2
"261418000000",2,2,3,2,25,2
"261419000000",1,2,4,7,33,2
"261420000000",2,2,4,1,32,2
"261421000000",2,2,3,2,26,2
"261424000000",1,2,3,1,40,1
"261427000000",1,2,3,99,36,1
"261430000000",2,2,4,2,20,2
"261431000000",2,2,4,2,26,2
"261432000000",1,2,4,2,31,2
"261435000000",2,2,4,2,24,2
"261438000000",2,2,4,99,18,2
"261443000000",1,2,4,2,41,2
"261445000000",1,2,3,1,17,2
"261446000000",1,2,3,7,25,2
"261448000000",2,2,3,1,25,3
"261448000000",2,2,4,2,19,2
"261448000000",2,2,5,2,20,2
"261449000000",2,2,4,1,24,3
"261449000000",1,2,3,1,30,2
"261450000000",1,2,3,1,19,1
"261450000000",1,2,4,99,19,2
"261451000000",1,2,3,2,35,2
"261452000000",1,2,4,4,20,2
"261452000000",2,2,4,2,23,2
"261452000000",1,2,4,2,20,2
"261453000000",2,2,3,2,42,NA
"261453000000",2,2,3,1,20,2
"261453000000",1,2,4,1,23,2
"261455000000",1,2,5,1,27,1
"261457000000",1,2,4,2,25,2
"261459000000",1,2,3,2,37,3
"261460000000",2,2,4,1,26,2
"261464000000",1,2,3,1,30,3
"261466000000",2,2,4,2,34,2
"261466000000",2,2,3,7,42,2
"261468000000",2,2,3,2,26,2
"261468000000",1,2,4,2,26,2
"261470000000",1,2,3,2,25,2
"261472000000",1,2,3,99,21,2
"261472000000",2,2,3,2,25,2
"261476000000",2,2,3,1,29,1
"261479000000",1,2,3,2,25,2
"261480000000",1,2,3,2,17,2
"261480000000",2,2,5,2,20,2
"261482000000",1,2,4,2,36,2
"261482000000",1,2,3,99,25,1
"261483000000",1,2,11,2,38,3
"261487000000",2,2,6,2,20,2
"261488000000",1,2,3,1,23,2
"261489000000",2,2,4,99,33,2
"261492000000",1,2,4,2,22,2
"261492000000",2,2,14,99,31,2
"261492000000",2,2,18,2,27,2
"261493000000",2,2,3,1,30,2
"261493000000",2,2,3,2,27,2
"261494000000",1,2,3,1,36,2
"261494000000",1,2,3,1,29,2
"261497000000",1,2,3,1,28,2
"261500000000",1,2,3,7,19,2
"261507000000",2,2,3,7,37,2
"261509000000",2,2,5,2,20,2
"261511000000",1,2,4,2,19,3
"261512000000",1,2,3,1,19,2
"261512000000",2,2,2,99,27,2
"261515000000",1,2,3,99,42,2
"261515000000",2,2,4,2,34,2
"261516000000",1,2,4,2,38,3
"261518000000",2,2,3,7,25,2
"261520000000",2,2,4,99,29,2
"261521000000",2,2,3,2,24,2
"261526000000",1,2,3,2,25,3
"261527000000",1,2,3,7,32,2
"261527000000",2,2,4,1,20,2
"261532000000",2,2,3,2,31,2
"261532000000",2,2,4,2,30,2
"261533000000",2,2,3,1,23,2
"261535000000",2,2,3,7,27,2
"261536000000",1,2,14,4,NA,3
"261540000000",2,2,4,99,20,2
"261541000000",1,2,3,1,30,1
"261543000000",2,2,6,1,33,2
"261544000000",2,2,2,1,20,2
"261545000000",1,2,3,99,23,2
"261545000000",1,2,6,7,17,2
"261545000000",2,2,3,7,19,2
"261546000000",1,2,3,2,22,2
"261549000000",1,2,5,2,35,2
"261550000000",1,2,3,1,33,2
"261553000000",2,2,3,2,42,2
"261554000000",1,2,4,2,17,2
"261555000000",2,2,3,2,35,2
"261556000000",1,2,2,1,27,1
"261560000000",1,2,4,2,40,2
"261563000000",2,2,3,2,18,2
"261563000000",1,2,3,99,18,2
"261563000000",1,2,3,6,18,2
"261568000000",1,2,3,7,NA,NA
