"RECNUM","SEX","AGYSPNDS","AgeAtAdopt","ChildRace","BioMomAgeAtBirth","MOMARRD"
"261568000000",2,2,3,1,33,2
"261569000000",2,2,3,2,23,2
"261571000000",2,2,3,2,22,2
"261573000000",2,2,3,2,27,2
"261574000000",2,2,3,2,28,2
"261576000000",1,2,3,1,28,2
"261577000000",2,2,3,7,25,2
"261578000000",2,2,4,99,17,2
"261580000000",1,2,3,2,36,2
"261580000000",1,2,4,2,20,2
"261581000000",2,2,3,99,21,2
"261582000000",1,2,8,99,NA,2
"261587000000",2,2,3,99,20,2
"261588000000",1,2,3,99,30,1
"261591000000",1,2,3,1,23,2
"261591000000",1,2,3,2,40,2
"261593000000",1,2,3,99,27,2
"261594000000",1,2,6,1,17,2
"261594000000",2,2,3,2,21,2
"261598000000",2,2,4,2,31,2
"261598000000",2,2,7,2,28,2
"261598000000",2,2,5,99,30,2
"261599000000",1,2,4,99,22,2
"261599000000",1,2,3,1,16,2
"261599000000",2,2,3,99,35,1
"261601000000",1,2,4,2,34,2
"261601000000",2,2,4,2,34,2
"261601000000",2,2,3,2,21,2
"261603000000",2,2,3,2,34,3
"261603000000",2,2,3,2,34,3
"261604000000",1,2,3,2,20,2
"261604000000",1,2,3,7,37,3
"261605000000",1,2,2,99,19,2
"261607000000",1,2,3,2,22,2
"261608000000",1,2,3,1,29,2
"261611000000",1,2,3,2,22,2
"261611000000",2,2,3,1,27,2
"261613000000",1,2,3,99,33,2
"261614000000",1,2,3,7,19,2
"261615000000",2,2,5,2,19,2
"261617000000",1,2,3,99,22,2
"261620000000",1,2,3,1,22,2
"261620000000",1,2,3,1,22,2
"261621000000",2,2,3,2,29,3
"261623000000",1,2,3,2,28,3
"261624000000",1,2,3,7,33,1
"261624000000",2,2,3,2,22,2
"261625000000",2,2,3,1,19,2
"261628000000",2,2,3,2,29,2
"261630000000",2,2,19,2,19,2
"261631000000",2,2,3,1,29,1
"261631000000",2,2,4,2,19,2
"261632000000",1,2,3,2,26,2
"261635000000",2,2,3,2,25,2
"261637000000",2,2,3,7,37,2
"261638000000",2,2,3,2,32,1
"261638000000",1,2,3,99,27,2
"261639000000",1,2,4,1,31,2
"261640000000",1,2,12,7,28,2
"261640000000",2,2,5,7,34,2
"261643000000",1,2,10,2,35,2
"261643000000",2,2,2,1,27,2
"261644000000",1,2,3,2,30,3
"261648000000",1,2,3,1,42,2
"261649000000",1,2,4,2,24,2
"261650000000",1,2,7,2,22,NA
"261653000000",2,2,3,1,21,2
"261658000000",2,2,3,1,27,2
"261658000000",1,2,3,2,27,2
"261659000000",1,2,3,2,24,2
"261663000000",2,2,3,1,26,2
"261664000000",2,2,3,2,22,2
"261665000000",1,2,3,2,15,2
"261670000000",2,2,3,7,30,2
"261670000000",2,2,8,7,26,2
"261671000000",1,2,4,2,21,3
"261672000000",1,2,2,1,27,2
"261679000000",2,2,3,1,30,2
"261681000000",2,2,3,7,22,2
"261682000000",1,2,2,1,34,2
"261682000000",2,2,3,2,26,2
"261687000000",2,2,3,1,24,2
"261688000000",2,2,3,2,18,2
"261688000000",2,2,3,2,25,2
"261691000000",1,2,3,2,33,3
"261692000000",1,2,2,7,33,2
"261694000000",1,2,2,2,30,2
"261694000000",1,2,3,2,35,2
"261695000000",1,2,3,2,34,2
"261695000000",2,2,3,2,22,2
"261697000000",2,2,3,2,27,3
"261700000000",2,2,3,2,39,3
"261700000000",1,2,3,1,23,1
"261704000000",2,2,3,1,28,1
"261707000000",1,2,2,99,29,3
"261707000000",1,2,3,2,20,2
"261708000000",1,2,2,2,36,NA
"261710000000",1,2,3,2,37,NA
"261711000000",2,2,3,99,23,2
"261712000000",1,2,3,1,32,2
"261715000000",2,2,2,2,31,2
"261716000000",2,2,3,1,28,2
"261718000000",2,2,2,2,30,2
"261718000000",1,2,3,2,18,2
"261719000000",2,2,2,1,31,2
"261720000000",1,2,3,2,32,2
"261721000000",1,2,14,2,20,2
"261724000000",1,2,2,2,27,3
"261729000000",1,2,3,99,20,2
"261729000000",2,2,2,2,28,3
"261729000000",2,2,3,1,22,2
"261731000000",2,2,2,1,27,2
"261732000000",2,2,3,1,34,2
"261732000000",1,2,2,99,37,2
"261735000000",1,2,3,2,37,2
"261736000000",2,2,3,2,40,2
"261736000000",1,2,4,7,28,2
"261737000000",2,2,2,1,26,2
"261739000000",2,2,3,1,28,2
"261739000000",2,2,2,99,35,2
"261744000000",1,2,2,7,18,2
"261748000000",1,2,2,99,20,2
"261749000000",2,2,3,2,30,2
"261750000000",2,2,5,1,20,2
"261750000000",1,2,4,1,21,2
"261755000000",1,2,2,2,33,2
"261757000000",2,2,3,1,29,2
"261758000000",1,2,4,1,36,2
"261759000000",1,2,3,2,22,2
"261759000000",1,2,3,2,27,2
"261762000000",1,2,3,2,27,2
"261762000000",1,2,3,2,24,2
"261767000000",2,2,3,99,22,2
"261769000000",1,2,3,2,23,2
"261772000000",2,2,3,2,34,2
"261773000000",2,2,2,1,21,2
"261775000000",1,2,2,7,38,2
"261775000000",2,2,2,1,34,2
"261781000000",1,2,3,1,31,1
"261783000000",2,2,3,2,21,2
"261784000000",1,2,3,99,23,3
"261785000000",1,2,3,2,35,2
"261786000000",2,2,2,99,17,2
"261786000000",2,2,3,99,26,2
"261788000000",1,2,3,7,33,2
"261789000000",1,2,2,1,27,2
"261792000000",1,2,2,1,17,2
"261793000000",1,2,2,1,24,NA
"261795000000",2,2,3,2,23,2
"261795000000",1,2,2,99,22,2
"261798000000",1,2,2,6,31,1
"261799000000",1,2,3,1,29,2
"261800000000",2,2,3,1,29,2
"261801000000",1,2,2,2,32,2
"261803000000",2,2,3,7,30,2
"261804000000",2,2,2,2,22,2
"261804000000",2,2,2,7,34,2
"261805000000",1,2,3,1,26,2
"261806000000",1,2,2,1,42,NA
"261806000000",2,2,2,2,22,2
"261807000000",2,2,2,1,19,2
"261808000000",2,2,2,2,32,2
"261810000000",2,2,2,2,27,2
"261810000000",2,2,3,2,26,2
"261810000000",2,2,2,99,26,2
"261811000000",1,2,2,7,41,3
"261811000000",2,2,2,99,20,2
"261812000000",2,2,2,1,21,2
"261813000000",2,2,3,99,34,2
"261814000000",2,2,2,2,26,2
"261814000000",1,2,3,2,25,2
"261814000000",2,2,3,2,33,2
"261814000000",2,2,2,2,21,2
"261815000000",2,2,2,1,21,2
"261816000000",2,2,3,1,18,2
"261818000000",2,2,2,1,25,2
"261818000000",2,2,5,2,22,2
"261819000000",1,2,2,1,21,2
"261819000000",2,2,2,1,33,1
"261820000000",2,2,3,2,23,2
"261821000000",2,2,2,1,24,1
"261822000000",2,2,2,2,41,2
"261825000000",2,2,2,1,27,2
"261825000000",1,2,2,1,33,2
"261826000000",1,2,2,99,21,2
"261827000000",1,2,3,2,29,2
"261830000000",2,2,2,99,22,2
"261836000000",1,2,3,2,29,2
"261836000000",2,2,2,2,26,2
"261836000000",1,2,2,2,26,2
"261837000000",1,2,11,2,20,2
"261840000000",1,2,2,1,23,2
"261842000000",1,2,3,1,33,2
"261845000000",1,2,3,2,29,3
"261845000000",2,2,6,2,21,2
"261847000000",2,2,2,2,32,2
"261848000000",2,2,2,1,23,1
"261848000000",1,2,2,2,25,2
"261851000000",1,2,2,1,17,2
"261855000000",2,2,2,2,21,3
"261856000000",2,2,3,7,16,2
"261856000000",1,2,2,7,30,1
"261857000000",2,2,2,2,32,2
"261861000000",2,2,2,2,32,2
"261864000000",2,2,6,2,NA,2
"261864000000",1,2,6,2,NA,2
"261866000000",1,2,2,1,37,1
"261866000000",1,2,2,3,21,2
"261868000000",2,2,2,7,32,2
"261871000000",2,2,2,1,42,NA
"261873000000",2,2,2,2,36,2
"261874000000",1,2,2,2,19,2
"261877000000",2,2,2,2,22,2
"261882000000",1,2,2,2,21,NA
"261882000000",2,2,2,2,23,2
"261883000000",1,2,2,99,35,2
"261883000000",2,2,3,2,20,2
"261884000000",2,2,2,2,21,3
"261885000000",1,2,2,7,26,2
"261885000000",2,2,3,2,19,2
"261887000000",2,2,4,1,34,2
"261887000000",2,2,13,1,25,2
"261889000000",2,2,2,99,20,2
"261889000000",2,2,2,99,20,2
"261889000000",1,2,2,1,23,3
"261889000000",2,2,2,1,20,1
"261893000000",1,2,2,1,34,2
"261893000000",1,2,11,2,31,2
"261894000000",2,2,3,1,18,2
"261894000000",1,2,2,1,26,2
"261894000000",2,2,3,1,32,2
"261894000000",1,2,9,99,26,2
"261895000000",2,2,2,99,21,2
"261899000000",1,2,2,2,31,2
"261899000000",1,2,1,1,31,1
"261899000000",1,2,7,2,31,2
"261900000000",2,2,2,7,25,2
"261900000000",2,2,2,2,24,3
"261901000000",2,2,3,2,25,2
"261902000000",1,2,14,2,24,2
"261906000000",2,2,2,2,36,2
"261913000000",2,2,2,1,34,3
"261918000000",1,2,2,1,27,2
"261919000000",1,2,3,2,25,2
"261921000000",1,2,2,2,30,2
"261922000000",1,2,2,2,17,2
"261923000000",2,2,2,2,33,2
"261924000000",1,2,2,1,31,2
"261925000000",2,2,2,4,28,2
"261928000000",1,2,2,99,21,2
"261930000000",1,2,1,99,20,2
"261933000000",1,2,2,2,26,2
"261934000000",2,2,2,1,25,2
"261934000000",1,2,2,1,30,2
"261936000000",2,2,2,1,21,1
"261937000000",1,2,2,1,26,2
"261942000000",2,2,2,2,37,2
"261944000000",2,2,2,1,24,2
"261944000000",1,2,2,2,35,2
"261945000000",2,2,2,2,37,2
"261946000000",2,2,2,99,18,2
"261952000000",2,2,2,7,34,2
"261953000000",2,2,3,99,18,2
"261954000000",2,2,2,99,35,2
"261955000000",1,2,1,1,21,2
"261955000000",1,2,2,7,28,2
"261955000000",2,2,2,2,23,2
"261956000000",1,2,2,1,25,2
"261956000000",1,2,2,1,20,2
"261959000000",1,2,3,1,20,1
"261960000000",1,2,3,1,21,2
"261960000000",1,2,2,99,25,2
"261960000000",2,2,2,2,35,2
"261961000000",1,2,2,1,27,2
"261961000000",1,2,2,1,27,2
"261961000000",2,2,2,99,28,2
"261962000000",1,2,2,7,34,2
"261963000000",2,2,2,2,29,2
"261965000000",2,2,2,1,28,2
"261966000000",1,2,1,1,24,2
"261975000000",1,2,2,1,31,3
"261976000000",1,2,2,2,27,2
"261978000000",1,2,2,7,29,2
"261979000000",1,2,2,1,33,2
"261980000000",1,2,2,1,36,2
"261981000000",2,2,2,99,36,2
"261981000000",2,2,3,99,27,2
"261982000000",2,2,2,2,36,2
"261983000000",2,2,2,99,26,2
"261985000000",2,2,2,1,22,1
"261985000000",2,2,2,1,22,1
"261986000000",2,2,2,2,32,2
"261987000000",2,2,2,2,41,2
"261989000000",2,2,2,1,23,2
"261990000000",1,2,2,2,24,2
"261993000000",2,2,2,2,23,2
"261995000000",1,2,2,7,32,2
"261999000000",1,2,2,7,38,2
"262002000000",1,2,2,2,31,3
"262007000000",1,2,2,1,22,2
"262009000000",2,2,2,2,29,2
"262011000000",1,2,2,7,24,2
"262011000000",2,2,2,1,24,2
"262012000000",1,2,2,1,21,1
"262014000000",2,2,2,1,27,NA
"262016000000",2,2,2,2,30,2
"262018000000",2,2,2,99,31,2
"262019000000",1,2,2,1,26,2
"262020000000",2,2,2,2,38,2
"262020000000",1,2,2,7,35,1
"262021000000",2,2,2,99,36,2
"262023000000",1,2,2,2,26,2
"262023000000",1,2,2,2,26,2
"262023000000",1,2,2,1,45,2
"262024000000",2,2,3,99,32,2
"262030000000",1,2,1,2,35,2
"262030000000",2,2,1,2,35,2
"262032000000",1,2,2,2,28,2
"262034000000",2,2,1,1,23,2
"262034000000",2,2,2,2,28,2
"262036000000",2,2,2,99,27,2
"262037000000",1,2,2,99,30,2
"262040000000",2,2,1,1,19,1
"262041000000",2,2,2,1,30,2
"262044000000",1,2,2,2,28,2
"262051000000",2,2,1,1,24,2
"262052000000",2,2,2,2,25,2
"262065000000",1,2,2,2,23,2
"262065000000",2,2,2,1,20,2
"262068000000",1,2,1,2,31,2
"262069000000",1,2,2,1,31,1
"262070000000",1,2,2,1,41,2
"262072000000",2,2,3,1,24,2
"262072000000",2,2,2,2,41,2
"262072000000",2,2,1,1,22,2
"262075000000",2,2,1,7,24,2
"262077000000",2,2,2,2,40,2
"262077000000",2,2,2,2,36,2
"262080000000",1,2,2,99,25,2
"262081000000",1,2,2,2,27,2
"262081000000",2,2,2,2,30,2
"262087000000",1,2,2,2,32,2
"262089000000",2,2,1,1,38,2
"262100000000",2,2,1,2,36,2
"262100000000",2,2,1,99,36,2
"262101000000",1,2,2,2,37,2
"262103000000",2,2,2,1,24,1
"262104000000",1,2,2,2,18,2
"262105000000",1,2,2,1,21,2
"262106000000",1,2,2,2,34,2
"262106000000",1,2,13,2,23,2
"262107000000",2,2,1,2,44,2
"262107000000",1,2,1,2,26,2
"262108000000",2,2,2,99,24,2
"262108000000",1,2,6,1,20,2
"262108000000",2,2,5,1,22,2
"262108000000",1,2,4,1,23,2
"262111000000",2,2,1,7,30,2
"262113000000",1,2,2,1,19,2
"262113000000",2,2,2,2,33,2
"262114000000",2,2,1,1,24,2
"262114000000",2,2,2,2,37,2
"262116000000",2,2,1,99,31,2
"262117000000",1,2,2,1,32,2
"262117000000",1,2,2,2,35,2
"262120000000",2,2,2,99,24,1
"262126000000",2,2,2,2,28,3
"262126000000",2,2,2,2,30,2
"262129000000",1,2,2,99,24,2
"262131000000",1,2,1,99,24,1
"262131000000",2,2,2,99,30,2
"262133000000",1,2,1,7,29,2
"262133000000",1,2,1,99,34,2
"262134000000",1,2,2,99,42,2
"262136000000",2,2,1,1,30,2
"262136000000",2,2,1,7,29,2
"262137000000",1,2,1,1,30,1
"262138000000",1,2,2,2,29,2
"262140000000",2,2,1,1,25,2
"262140000000",1,2,1,7,24,2
"262148000000",2,2,2,1,28,2
"262149000000",1,2,1,2,25,2
"262149000000",2,2,1,1,38,2
"262152000000",2,2,1,1,30,2
"262155000000",1,2,1,1,22,2
"262157000000",2,2,2,2,28,2
"262158000000",2,2,1,2,24,2
"262160000000",2,2,1,99,30,1
"262164000000",1,2,1,1,26,2
"262165000000",1,2,1,1,24,2
"262165000000",2,2,1,2,26,2
"262166000000",1,2,1,1,23,3
"262166000000",2,2,1,1,23,2
"262166000000",2,2,1,2,25,2
"262173000000",2,2,2,1,31,2
"262173000000",1,2,1,1,27,2
"262178000000",2,2,1,1,28,1
"262183000000",2,2,1,1,22,2
"262185000000",1,2,1,1,31,2
"262185000000",1,2,1,2,20,2
"262185000000",2,2,1,1,28,2
"262189000000",1,2,2,1,30,2
"262192000000",2,2,1,1,35,NA
"262195000000",1,2,1,1,32,2
"262201000000",1,2,8,99,33,2
"262202000000",2,2,8,1,24,3
"262202000000",1,2,9,2,17,2
"262213000000",1,2,8,1,21,2
"262214000000",2,2,8,2,17,2
"262215000000",1,2,8,1,18,2
"262218000000",2,2,8,1,18,3
"262222000000",2,2,8,1,22,2
"262222000000",2,2,11,7,17,2
"262232000000",1,2,8,1,22,2
"262237000000",1,2,8,4,19,2
"262244000000",2,2,10,2,36,3
"262245000000",1,2,10,7,22,3
"262245000000",1,2,14,7,18,3
"262245000000",2,2,12,7,20,3
"262245000000",1,2,11,7,21,3
"262246000000",1,2,8,1,36,NA
"262248000000",2,2,11,7,25,2
"262248000000",1,2,10,7,26,2
"262251000000",2,2,8,7,29,2
"262252000000",1,2,8,1,26,3
"262254000000",1,2,7,1,19,2
"262257000000",2,2,10,7,22,2
"262259000000",2,2,11,2,31,2
"262259000000",2,2,10,2,32,2
"262264000000",1,2,8,2,24,2
"262265000000",2,2,7,1,24,1
"262282000000",2,2,8,2,21,2
"262285000000",2,2,14,1,31,2
"262285000000",1,2,16,1,30,2
"262285000000",2,2,12,1,33,2
"262285000000",2,2,10,7,26,3
"262285000000",1,2,14,2,38,2
"262287000000",2,2,8,1,26,2
"262303000000",1,2,16,2,28,2
"262303000000",1,2,15,2,29,2
"262303000000",1,2,12,2,31,2
"262306000000",1,2,12,2,18,2
"262309000000",2,2,8,7,28,2
"262310000000",1,2,8,1,38,3
"262313000000",1,2,7,2,28,2
"262313000000",1,2,7,2,24,2
"262314000000",2,2,8,7,20,2
"262314000000",1,2,7,1,29,1
"262315000000",2,2,12,2,33,2
"262316000000",2,2,7,2,25,2
"262317000000",1,2,8,1,26,2
"262321000000",1,2,9,2,20,2
"262323000000",2,2,9,2,24,2
"262326000000",1,2,8,99,18,2
"262330000000",2,2,7,7,NA,3
"262336000000",2,2,7,1,25,2
"262342000000",1,2,7,1,23,NA
"262344000000",1,2,8,7,30,2
"262346000000",1,2,7,99,22,1
"262347000000",1,2,7,2,17,2
"262348000000",1,2,7,2,16,2
"262349000000",1,2,9,2,25,2
"262352000000",1,2,11,2,34,2
"262352000000",1,2,7,1,23,2
"262356000000",2,2,7,1,30,1
"262360000000",2,2,8,1,27,2
"262361000000",2,2,8,99,36,2
"262364000000",1,2,10,2,19,2
"262365000000",2,2,7,2,22,2
"262366000000",1,2,8,7,29,3
"262369000000",2,2,7,1,41,1
"262375000000",2,2,17,1,18,2
"262375000000",2,2,7,1,37,2
"262381000000",2,2,7,2,22,2
"262381000000",1,2,8,2,34,2
"262381000000",1,2,8,2,34,2
"262385000000",2,2,8,1,24,2
"262386000000",1,2,7,2,20,3
"262390000000",2,2,7,99,22,2
"262396000000",1,2,10,7,21,2
"262396000000",2,2,8,7,23,2
"262397000000",2,2,8,2,19,2
"262398000000",2,2,8,1,33,2
"262402000000",2,2,7,2,17,2
"262402000000",2,2,8,99,27,2
"262403000000",2,2,8,7,39,2
"262403000000",2,2,8,7,39,2
"262405000000",2,2,9,2,29,2
"262405000000",2,2,7,2,31,2
"262410000000",2,1,7,2,NA,2
"262411000000",1,2,7,7,30,1
"262412000000",1,2,7,2,20,2
"262412000000",1,2,7,6,22,2
"262414000000",2,2,7,7,19,2
"262417000000",2,2,6,7,24,1
"262418000000",1,2,7,2,37,3
"262419000000",2,2,7,99,24,2
"262419000000",2,2,8,1,33,2
"262420000000",1,2,7,2,15,2
"262422000000",2,2,9,2,24,2
"262425000000",2,2,7,7,19,2
"262425000000",1,2,8,2,19,2
"262429000000",1,2,10,2,20,2
"262431000000",2,2,7,1,20,2
"262431000000",1,2,7,1,33,2
"262435000000",1,2,8,2,29,2
"262437000000",2,2,7,2,19,NA
"262437000000",1,2,6,1,19,2
"262439000000",2,2,6,99,23,1
"262440000000",2,2,7,7,37,3
"262442000000",2,1,12,7,19,2
"262445000000",2,2,6,1,24,1
"262449000000",1,2,7,7,39,2
"262452000000",2,2,7,99,23,NA
"262452000000",2,2,7,99,23,NA
"262452000000",1,2,7,1,21,2
"262453000000",1,2,8,1,20,3
"262457000000",1,2,7,99,23,1
"262457000000",1,2,7,7,18,2
"262458000000",1,2,7,99,23,2
"262463000000",2,2,12,2,20,2
"262463000000",1,2,9,2,23,2
"262464000000",2,2,9,2,42,2
"262467000000",1,2,10,2,16,2
"262468000000",1,2,9,1,22,2
"262468000000",1,2,8,2,29,3
"262473000000",2,2,7,7,31,2
"262474000000",2,2,7,7,25,2
"262478000000",2,2,9,2,20,2
"262478000000",1,2,12,2,17,2
"262478000000",1,2,8,2,21,2
"262481000000",2,2,7,99,26,2
"262482000000",1,2,7,1,32,2
"262484000000",1,2,7,1,21,2
"262485000000",2,2,10,2,18,2
"262485000000",2,2,10,2,18,2
"262485000000",2,2,9,2,19,2
"262487000000",1,2,7,1,18,2
"262487000000",1,2,17,1,NA,NA
"262492000000",2,2,6,99,31,2
"262492000000",2,2,9,2,20,3
"262497000000",1,2,7,2,41,2
"262497000000",2,2,12,7,41,2
"262498000000",1,2,8,2,22,2
"262499000000",2,2,13,2,17,2
"262499000000",2,2,11,2,19,2
"262499000000",2,2,10,2,20,2
"262499000000",2,2,9,2,21,2
"262499000000",2,2,8,7,18,3
"262502000000",2,2,7,7,21,1
"262504000000",2,2,7,2,33,1
"262505000000",2,2,7,2,27,2
"262511000000",1,2,7,1,21,2
"262511000000",2,2,7,2,25,2
"262511000000",1,2,7,7,20,2
"262517000000",2,2,7,2,21,2
"262517000000",2,2,6,2,22,2
"262521000000",2,2,12,7,18,2
"262523000000",1,2,7,2,32,2
"262526000000",2,2,9,7,25,2
"262527000000",2,2,10,2,39,1
"262527000000",2,2,7,1,28,2
"262528000000",2,2,12,1,29,1
"262530000000",1,2,7,1,24,2
"262530000000",2,2,7,3,21,2
"262532000000",1,2,14,1,20,2
"262532000000",2,2,7,1,27,2
"262533000000",2,2,11,1,20,2
"262533000000",2,2,14,1,17,3
"262535000000",1,2,7,99,22,2
"262537000000",2,2,7,2,37,2
"262539000000",2,2,7,1,25,1
"262546000000",2,2,6,7,25,NA
"262547000000",1,2,10,2,21,3
"262547000000",2,2,7,2,24,3
"262550000000",2,2,7,7,19,2
"262552000000",1,2,8,2,22,2
"262553000000",2,2,12,1,30,3
"262553000000",1,2,6,7,24,3
"262555000000",2,2,12,7,30,2
"262555000000",1,2,9,7,33,3
"262555000000",2,2,7,7,35,2
"262555000000",2,2,7,1,18,2
"262557000000",1,2,7,2,29,3
"262565000000",2,2,7,2,17,2
"262565000000",2,2,6,7,36,2
"262568000000",2,2,14,1,32,2
"262568000000",2,2,12,1,33,2
"262568000000",2,2,7,1,26,NA
"262574000000",1,2,7,99,27,2
"262577000000",2,2,9,2,25,2
"262577000000",1,2,7,99,26,2
"262579000000",1,2,12,2,22,2
"262579000000",1,2,7,2,21,2
"262580000000",2,2,7,2,22,2
"262580000000",1,2,7,2,20,2
"262581000000",1,2,7,1,31,1
"262582000000",2,2,7,99,34,2
"262584000000",2,2,6,7,33,2
"262586000000",2,2,7,1,20,2
"262587000000",2,2,14,2,20,2
"262589000000",1,2,6,1,22,2
"262591000000",1,2,6,1,23,2
"262596000000",1,2,13,2,21,2
"262598000000",1,2,14,2,19,2
"262598000000",2,2,12,2,21,2
"262600000000",2,1,7,7,25,2
"262604000000",1,2,6,99,20,2
"262604000000",2,2,7,1,37,2
"262607000000",2,2,9,2,20,2
"262609000000",1,2,7,7,29,2
"262610000000",1,2,8,2,28,2
"262610000000",1,2,16,2,20,2
"262611000000",1,2,11,2,NA,2
"262613000000",1,2,7,1,24,NA
"262615000000",2,2,6,1,18,2
"262622000000",2,2,7,2,28,2
"262624000000",2,2,6,1,20,3
"262624000000",1,2,7,2,20,2
"262629000000",1,2,6,99,28,2
"262631000000",1,2,8,2,27,3
"262631000000",2,2,10,2,25,3
"262631000000",2,2,9,2,26,3
"262634000000",1,2,10,2,42,2
"262637000000",1,2,7,2,23,2
"262638000000",2,2,11,2,22,2
"262648000000",1,2,14,7,21,3
"262648000000",1,2,12,7,23,3
"262659000000",2,2,7,2,25,2
"262664000000",1,2,6,7,NA,2
"262666000000",1,2,6,1,31,1
"262668000000",1,2,6,7,18,3
"262669000000",1,2,7,2,23,2
"262674000000",2,2,8,2,17,3
"262674000000",2,2,7,2,18,3
"262675000000",2,2,6,1,23,2
"262679000000",1,2,13,1,19,2
"262679000000",1,2,11,1,21,2
"262680000000",1,2,7,2,16,2
"262683000000",2,2,6,99,20,2
"262686000000",1,2,7,2,19,2
"262691000000",2,2,6,2,26,2
"262691000000",1,2,6,2,21,2
"262695000000",1,2,7,2,39,2
"262696000000",2,2,7,2,40,2
"262696000000",2,2,8,99,39,2
"262699000000",2,2,7,7,37,2
"262699000000",1,2,7,7,38,2
