"RECNUM","SEX","AGYSPNDS","AgeAtAdopt","ChildRace","BioMomAgeAtBirth","MOMARRD","AdoptMomAge","AdoptDadAge","ADPFAMST","MomRace","DadRace","Transracial"
"251874000000",2,2,9,2,20,2,60,NA,3,2,99,0
"251877000000",1,2,10,1,32,1,55,NA,3,7,99,2
"251878000000",1,2,9,1,27,2,47,49,1,1,1,0
"251880000000",2,2,9,7,24,2,55,NA,4,2,99,9
"251885000000",1,2,10,99,24,2,55,56,1,2,2,9
"251888000000",2,2,14,7,20,3,50,NA,4,99,99,9
"251890000000",1,2,9,2,24,2,49,NA,3,2,99,0
"251893000000",2,2,8,1,17,2,56,48,1,1,1,0
"251903000000",1,2,8,2,35,2,52,55,1,1,1,1
"251907000000",2,2,9,7,26,3,61,NA,3,2,99,3
"251911000000",2,2,11,2,29,2,60,NA,3,2,99,0
"251911000000",2,2,5,7,15,2,53,NA,3,2,99,3
"251921000000",1,2,9,1,28,2,50,50,1,1,1,0
"251921000000",1,2,8,1,25,2,49,53,1,1,1,0
"251927000000",2,2,10,7,24,3,39,NA,3,99,99,9
"251931000000",1,2,10,2,32,2,53,37,1,7,7,3
"251932000000",1,2,10,2,17,2,53,NA,3,2,99,0
"251938000000",2,2,9,7,34,2,79,NA,3,2,99,3
"251949000000",1,2,9,2,34,2,48,50,1,7,7,3
"251950000000",2,2,9,2,31,2,65,63,1,2,2,0
"251960000000",1,2,11,1,27,1,48,43,1,1,1,0
"251960000000",2,2,12,1,26,1,48,43,1,1,1,0
"251961000000",2,2,10,2,28,2,60,NA,3,2,99,0
"251967000000",1,2,10,2,22,2,53,49,1,2,2,0
"251969000000",1,2,10,2,25,2,49,NA,3,2,99,0
"251969000000",2,2,15,2,20,2,49,NA,3,2,99,0
"251973000000",2,2,12,2,23,2,45,NA,3,2,99,0
"251974000000",2,2,9,1,NA,NA,NA,NA,NA,99,99,9
"251974000000",1,2,8,1,20,2,48,45,1,1,1,0
"251974000000",1,2,8,1,21,2,48,NA,3,1,99,0
"251984000000",1,2,9,2,33,2,62,NA,3,2,99,0
"251994000000",1,2,9,2,36,2,53,55,1,2,2,0
"251994000000",1,2,8,6,16,2,41,NA,3,7,99,3
"251995000000",1,2,8,1,18,2,46,45,1,1,1,0
"251996000000",1,2,7,1,27,2,51,52,1,2,2,2
"252000000000",2,2,8,1,31,1,57,67,1,1,1,0
"252001000000",2,2,9,2,37,2,51,NA,3,1,99,1
"252002000000",1,2,9,1,24,2,42,NA,4,1,99,0
"252012000000",1,2,8,2,24,2,45,44,1,2,2,0
"252017000000",1,2,13,7,23,2,49,50,1,7,7,0
"252017000000",1,2,9,7,28,2,49,50,1,7,7,0
"252017000000",1,2,9,1,27,2,55,52,1,2,2,2
"252018000000",1,2,8,2,31,2,49,49,1,1,1,1
"252020000000",2,2,8,99,31,3,48,54,1,1,1,9
"252028000000",2,2,9,4,20,2,60,NA,3,7,99,3
"252032000000",2,2,13,7,NA,2,48,NA,3,2,99,3
"252035000000",1,2,8,1,26,2,53,52,1,1,1,0
"252046000000",2,2,9,99,28,2,44,46,1,99,99,9
"252059000000",1,2,8,99,23,2,38,NA,3,2,99,9
"252065000000",1,2,9,2,24,NA,NA,NA,NA,99,99,9
"252066000000",2,2,8,99,22,2,35,45,1,1,1,9
"252069000000",2,2,8,1,19,2,28,30,1,1,1,0
"252072000000",1,2,8,1,22,2,42,39,1,1,1,0
"252075000000",2,2,11,7,25,2,54,NA,3,2,99,3
"252075000000",1,2,10,7,27,2,54,NA,3,2,99,3
"252079000000",1,2,8,2,27,2,76,NA,3,2,99,0
"252082000000",1,2,11,2,15,2,59,NA,3,7,99,3
"252083000000",2,2,8,2,22,2,49,50,1,2,2,0
"252084000000",2,2,11,2,23,2,56,50,1,2,2,0
"252087000000",2,2,8,1,20,1,58,NA,3,1,99,0
"252087000000",2,2,8,2,24,2,47,NA,3,2,99,0
"252092000000",2,2,8,7,33,3,65,NA,3,7,99,0
"252103000000",2,2,13,7,36,2,56,NA,3,7,99,0
"252105000000",2,2,9,1,22,3,45,46,1,1,1,0
"252111000000",2,2,9,1,28,1,43,NA,3,1,99,0
"252113000000",1,2,11,2,21,2,67,NA,3,7,99,3
"252113000000",2,2,10,2,23,2,67,NA,3,7,99,3
"252120000000",1,2,10,2,19,2,52,NA,3,2,99,0
"252120000000",2,2,13,2,16,2,52,NA,3,2,99,0
"252122000000",1,2,8,1,20,2,41,36,1,1,1,0
"252126000000",1,2,9,2,17,2,55,NA,3,2,99,0
"252138000000",2,2,11,2,NA,2,36,36,2,7,2,0
"252142000000",2,2,11,2,27,2,48,NA,3,2,99,0
"252146000000",1,2,8,1,28,2,49,NA,3,1,99,0
"252147000000",1,2,9,2,18,2,53,NA,3,2,99,0
"252150000000",2,2,8,2,19,2,46,NA,3,2,99,0
"252152000000",2,2,9,2,33,2,57,NA,3,7,99,3
"252152000000",1,2,8,1,23,2,34,37,1,7,1,0
"252158000000",2,2,9,2,21,2,60,NA,3,2,99,0
"252158000000",1,2,8,99,24,NA,NA,NA,NA,99,99,9
"252159000000",1,2,8,2,29,2,47,NA,3,2,99,0
"252160000000",2,2,8,2,26,2,57,NA,3,2,99,0
"252164000000",1,2,9,2,21,2,56,NA,3,2,99,0
"252166000000",2,2,10,99,20,3,53,NA,3,2,99,9
"252166000000",2,2,10,99,20,3,53,NA,3,2,99,9
"252168000000",1,2,8,7,17,2,28,NA,3,7,99,0
"252169000000",2,2,10,1,21,2,54,52,1,1,1,0
"252170000000",2,2,8,1,34,1,45,48,1,1,1,0
"252177000000",2,2,10,2,21,3,49,NA,3,99,99,9
"252178000000",2,2,15,7,20,3,58,NA,3,7,99,0
"252181000000",1,2,8,7,29,1,33,34,1,1,1,1
"252183000000",1,2,8,2,37,3,55,NA,3,7,99,3
"252184000000",2,2,10,7,20,2,55,NA,3,7,99,0
"252184000000",1,2,9,7,22,2,55,NA,3,7,99,0
"252184000000",1,2,7,1,27,2,74,52,1,1,1,0
"252184000000",2,2,17,7,17,3,58,NA,3,7,99,0
"252185000000",2,2,14,2,25,2,47,NA,3,7,99,3
"252186000000",2,2,8,7,15,3,53,54,1,7,7,0
"252186000000",2,2,8,2,35,3,51,NA,3,2,99,0
"252186000000",1,2,8,1,40,2,34,36,1,1,1,0
"252187000000",1,2,8,1,34,1,55,NA,3,7,99,2
"252190000000",2,2,7,1,19,3,34,39,1,1,1,0
"252191000000",1,2,8,1,19,2,46,58,1,1,2,0
"252194000000",2,2,8,2,42,3,57,58,2,99,99,9
"252199000000",2,2,13,7,28,2,62,NA,3,7,99,0
"252209000000",1,2,16,1,19,2,53,52,1,1,1,0
"252212000000",1,2,15,1,24,3,53,NA,3,1,99,0
"252214000000",2,2,10,99,24,2,50,51,1,1,1,9
"252222000000",2,2,16,2,23,2,53,51,1,2,2,0
"252224000000",2,2,16,1,NA,2,40,42,1,1,1,0
"252237000000",2,2,16,2,20,2,30,NA,3,1,99,1
"252240000000",1,2,17,2,27,2,52,NA,3,2,99,0
"252247000000",2,2,16,7,16,2,67,NA,3,2,99,3
"252259000000",1,2,16,2,35,2,54,49,1,2,2,0
"252287000000",2,2,15,1,21,2,47,45,1,1,1,0
"252309000000",1,2,15,1,18,2,41,46,1,1,1,0
"252313000000",2,2,16,2,19,2,57,NA,3,2,99,0
"252322000000",2,2,15,1,41,1,56,51,1,1,1,0
"252339000000",2,2,15,1,20,2,68,66,2,1,1,0
"252347000000",1,2,17,2,28,1,43,NA,4,2,99,0
"252361000000",2,2,15,2,24,3,55,NA,3,2,99,0
"252376000000",1,2,15,1,25,1,44,38,1,1,1,0
"252382000000",1,2,14,99,26,2,56,63,1,1,1,9
"252382000000",1,2,15,1,29,1,42,44,1,1,1,0
"252397000000",2,2,15,1,27,2,43,46,1,1,1,0
"252398000000",2,2,15,1,31,1,56,NA,3,1,99,0
"252401000000",1,2,15,2,25,1,46,47,1,5,1,3
"252404000000",1,2,15,1,18,2,43,NA,3,1,99,0
"252410000000",1,2,15,2,35,2,46,43,2,1,1,1
"252412000000",2,2,16,7,33,2,36,NA,3,2,99,3
"252423000000",2,1,15,2,39,2,55,NA,3,7,99,3
"252429000000",2,2,16,2,27,2,51,NA,3,2,99,0
"252452000000",1,1,16,2,23,2,60,NA,3,2,99,0
"252458000000",2,2,14,99,17,2,45,45,1,1,1,9
"252470000000",1,2,14,1,20,2,56,42,1,1,1,0
"252472000000",2,1,15,2,29,3,34,NA,3,2,99,0
"252481000000",2,2,14,2,26,2,64,65,1,2,2,0
"252492000000",1,2,16,7,33,2,45,NA,3,2,99,3
"252497000000",2,2,15,7,22,1,55,NA,3,2,99,3
"252505000000",1,2,14,1,28,2,56,NA,3,2,99,2
"252518000000",1,1,15,2,25,2,60,NA,3,2,99,0
"252521000000",1,2,15,2,27,2,42,NA,3,2,99,0
"252523000000",2,2,15,1,20,2,69,NA,3,1,99,0
"252524000000",1,2,14,1,31,1,64,64,1,1,1,0
"252528000000",2,2,15,1,24,3,38,36,1,2,2,2
"252535000000",1,2,14,1,22,2,40,39,1,1,1,0
"252564000000",1,2,15,1,16,2,47,45,1,1,1,0
"252571000000",2,2,16,2,25,2,51,NA,3,2,99,0
"252611000000",1,2,15,1,32,2,65,64,1,1,1,0
"252615000000",1,2,14,2,38,2,77,NA,3,2,99,0
"252621000000",2,2,15,1,36,1,53,59,1,1,1,0
"252622000000",1,2,15,2,31,2,58,51,1,1,1,1
"252631000000",2,2,14,1,23,2,47,45,1,1,1,0
"252631000000",2,2,15,2,42,2,50,NA,3,2,99,0
"252632000000",2,2,14,2,24,2,53,NA,3,2,99,0
"252636000000",1,2,13,1,18,3,53,NA,3,1,99,0
"252638000000",1,2,14,1,24,2,43,38,1,1,1,0
"252644000000",2,2,14,2,20,2,50,NA,3,2,99,0
"252646000000",2,2,13,99,27,2,56,63,1,1,1,9
"252670000000",2,2,14,1,38,1,65,64,1,2,2,2
"252677000000",2,2,13,1,38,1,55,52,1,1,1,0
"252682000000",2,2,14,1,30,1,45,47,1,1,1,0
"252689000000",2,2,14,2,21,2,57,NA,3,2,99,0
"260101000000",2,2,7,2,19,2,53,53,2,1,1,1
"260101000000",1,2,6,1,28,2,59,NA,3,1,99,0
"260102000000",2,2,6,1,22,1,58,NA,3,1,99,0
"260102000000",2,2,6,1,29,2,56,56,1,2,2,2
"260104000000",2,2,8,7,17,2,50,NA,3,7,99,0
"260107000000",1,2,8,99,22,2,31,NA,3,2,99,9
"260107000000",1,2,11,2,18,2,31,NA,3,2,99,0
"260110000000",1,2,6,99,19,1,58,61,1,2,2,9
"260111000000",2,2,8,7,21,2,59,58,1,7,7,0
"260112000000",2,2,6,2,25,2,52,56,1,2,2,0
"260115000000",1,2,6,7,43,NA,NA,NA,NA,99,99,9
"260117000000",1,2,9,99,23,2,45,51,1,1,1,9
"260119000000",1,2,6,1,20,2,45,43,1,1,1,0
"260121000000",1,2,6,1,37,2,54,57,1,1,1,0
"260123000000",1,2,7,99,25,2,56,NA,3,2,99,9
"260124000000",2,2,6,2,19,2,59,NA,3,2,99,0
"260125000000",2,2,7,2,25,2,38,32,1,1,99,9
"260129000000",2,2,5,1,20,3,34,39,1,1,1,0
"260129000000",1,2,10,7,19,3,47,60,1,2,2,3
"260129000000",1,2,7,7,41,2,59,73,1,7,7,0
"260129000000",1,2,6,2,26,2,42,36,1,7,7,3
"260131000000",2,2,6,99,24,3,60,65,1,2,2,9
"260134000000",2,2,10,7,25,3,37,37,1,7,7,0
"260134000000",1,2,8,7,27,3,37,37,1,7,7,0
"260134000000",1,2,6,7,29,3,37,37,1,7,7,0
"260139000000",2,2,7,2,20,2,52,NA,3,2,99,0
"260141000000",1,2,10,7,25,1,49,45,1,1,1,1
"260141000000",1,2,6,7,29,1,49,45,1,1,1,1
"260148000000",2,2,5,1,27,1,50,NA,3,1,99,0
"260153000000",2,2,6,2,19,3,46,NA,3,2,99,0
"260153000000",1,2,7,99,38,2,66,NA,3,7,99,9
"260153000000",2,2,15,99,29,2,63,NA,3,7,99,9
"260156000000",1,2,6,1,22,2,47,NA,3,1,99,0
"260157000000",2,2,10,2,19,2,41,NA,3,2,99,0
"260157000000",2,2,8,2,21,2,45,NA,3,2,99,0
"260157000000",1,2,7,99,22,2,45,NA,3,2,99,9
"260158000000",1,2,6,2,35,3,54,56,1,1,1,1
"260159000000",1,2,7,1,21,3,30,34,1,1,1,0
"260160000000",2,2,7,2,34,2,58,57,1,2,2,0
"260160000000",1,2,14,2,43,2,43,NA,3,2,99,0
"260163000000",2,2,8,2,30,2,42,NA,3,7,99,3
"260165000000",2,2,7,2,25,2,71,NA,3,2,99,0
"260165000000",2,2,9,2,22,2,44,NA,3,2,99,0
"260165000000",2,2,6,7,27,2,55,NA,4,2,99,9
"260168000000",1,2,5,2,15,2,43,NA,3,2,99,0
"260169000000",2,2,7,2,35,3,65,NA,3,2,99,0
"260170000000",1,2,17,2,15,3,32,NA,3,2,99,0
"260171000000",2,2,6,2,44,3,28,NA,3,2,99,0
"260176000000",1,2,5,1,28,1,53,59,1,1,1,0
"260176000000",1,2,6,7,29,2,43,NA,4,7,99,0
"260177000000",2,2,7,2,21,2,48,NA,3,2,99,0
"260177000000",2,2,10,2,19,2,48,NA,3,2,99,0
"260181000000",1,2,6,7,35,3,44,43,2,99,99,9
"260185000000",1,2,9,2,32,2,63,64,1,2,2,0
"260187000000",1,2,6,1,27,2,39,45,1,1,1,0
"260192000000",1,2,6,2,21,2,62,NA,3,2,99,0
"260192000000",1,2,6,2,31,2,59,NA,3,2,99,0
"260192000000",2,2,6,2,30,2,71,NA,3,2,99,0
"260192000000",2,2,6,1,22,2,41,36,1,1,1,0
"260198000000",2,2,6,2,16,2,54,55,1,2,2,0
"260201000000",2,2,13,7,31,2,60,56,1,7,7,0
"260201000000",1,2,12,7,32,2,60,56,1,7,7,0
"260204000000",1,2,6,2,36,2,62,NA,3,2,99,0
"260204000000",1,2,6,2,30,2,56,NA,3,2,99,0
"260205000000",2,2,9,2,24,3,60,NA,3,2,99,0
"260205000000",2,2,6,7,28,1,45,47,1,1,1,1
"260206000000",1,2,6,2,19,2,67,NA,3,2,99,0
"260207000000",1,2,6,7,17,3,42,NA,3,7,99,0
"260208000000",1,2,10,99,20,2,59,48,1,7,7,9
"260210000000",2,2,6,2,22,2,43,NA,3,2,99,0
"260211000000",1,2,7,2,20,2,53,NA,3,2,99,0
"260212000000",1,2,5,1,26,2,35,47,1,1,1,0
"260213000000",1,2,9,7,18,3,71,NA,3,7,99,0
"260213000000",2,2,8,7,20,3,71,NA,3,7,99,0
"260214000000",2,2,6,2,36,3,44,43,2,99,99,9
"260215000000",1,2,6,2,41,2,60,NA,3,2,99,0
"260216000000",1,2,7,2,27,2,69,NA,3,7,99,3
"260218000000",2,2,5,99,34,2,45,45,1,1,1,9
"260220000000",1,2,8,99,19,2,37,NA,4,1,99,9
"260222000000",1,2,6,1,34,2,40,43,1,1,1,0
"260222000000",2,2,6,1,21,2,51,NA,3,1,99,0
"260222000000",2,2,5,1,24,2,48,NA,3,1,99,0
"260223000000",1,2,14,2,17,2,49,44,1,2,2,0
"260223000000",1,2,13,99,18,2,49,44,1,2,2,9
"260225000000",1,2,6,7,22,2,44,56,1,7,7,0
"260225000000",2,2,6,2,20,2,48,NA,3,2,99,0
"260231000000",2,2,11,1,27,2,54,62,1,2,2,2
"260234000000",1,2,6,2,27,2,54,NA,3,2,99,0
"260234000000",2,2,6,2,22,2,56,NA,3,2,99,0
"260236000000",2,2,7,7,22,3,57,NA,3,2,99,3
"260238000000",1,2,17,99,NA,3,55,NA,4,2,99,9
"260239000000",1,2,6,2,28,2,45,NA,3,2,99,0
"260240000000",1,2,6,2,23,2,50,NA,3,2,99,0
"260244000000",1,2,6,1,26,2,37,37,1,1,1,0
"260247000000",1,2,8,2,20,2,49,NA,3,7,99,3
"260247000000",2,2,10,2,18,2,49,NA,3,7,99,3
"260249000000",2,2,6,2,33,3,55,NA,3,2,99,0
"260249000000",2,2,6,1,29,3,50,50,1,7,7,2
"260251000000",2,2,6,2,30,2,53,57,1,2,2,0
"260256000000",1,2,15,2,31,2,39,NA,3,2,99,0
"260256000000",1,2,9,2,36,2,39,NA,3,2,99,0
"260258000000",1,2,6,1,19,2,62,64,1,7,7,2
"260258000000",1,2,6,1,19,2,62,64,1,7,7,2
"260258000000",2,2,6,1,21,2,49,NA,3,99,99,9
"260264000000",2,2,5,7,27,2,52,NA,3,7,99,0
"260264000000",2,2,9,2,38,2,71,NA,3,7,99,3
"260264000000",2,2,12,2,35,2,71,NA,3,7,99,3
"260272000000",1,2,6,2,28,2,57,NA,4,2,99,0
"260272000000",2,2,6,99,35,3,46,NA,3,1,99,9
"260272000000",2,2,6,99,35,3,46,NA,3,1,99,9
"260272000000",1,2,6,2,34,2,45,NA,3,2,99,0
"260272000000",1,2,6,2,34,2,45,NA,3,2,99,0
"260277000000",1,2,5,99,30,2,47,47,1,1,1,9
"260277000000",2,2,6,1,22,2,43,42,1,1,1,0
"260278000000",2,2,6,99,24,2,42,39,1,1,1,9
"260280000000",1,2,6,1,22,1,37,40,1,1,1,0
"260282000000",2,2,16,2,22,3,72,NA,3,2,99,0
"260285000000",2,2,11,1,34,1,46,42,1,1,1,0
"260285000000",1,2,8,1,38,1,46,42,1,1,1,0
"260286000000",2,2,5,1,27,1,50,NA,3,1,99,0
"260287000000",1,2,6,2,24,2,54,NA,3,2,99,0
"260293000000",1,2,10,7,25,2,42,45,1,7,7,0
"260294000000",2,2,5,2,26,3,38,39,2,99,99,9
"260296000000",1,2,6,2,24,2,50,50,1,1,1,1
"260296000000",2,2,7,2,40,2,45,58,1,2,2,0
"260297000000",1,2,6,2,23,2,43,52,1,7,7,3
"260301000000",1,2,6,1,30,2,58,60,1,7,7,2
"260302000000",2,2,6,2,26,2,40,39,1,1,1,1
"260303000000",1,2,6,2,26,2,58,60,1,7,7,3
"260304000000",2,2,6,3,23,2,42,58,1,3,3,0
"260314000000",1,2,7,1,33,2,43,49,1,1,1,0
"260317000000",2,2,9,2,42,1,39,49,1,7,7,3
"260317000000",1,2,11,2,40,1,39,49,1,7,7,3
"260322000000",1,2,6,2,22,2,34,NA,3,2,99,0
"260322000000",2,2,6,1,22,2,28,30,1,1,1,0
"260329000000",2,2,6,2,21,2,49,NA,3,2,99,0
"260333000000",2,2,6,2,24,2,56,NA,3,2,99,0
"260336000000",1,2,6,1,16,2,32,39,1,2,2,2
"260346000000",2,2,6,1,15,2,41,46,2,1,1,0
"260348000000",2,2,5,1,34,2,32,NA,3,1,99,0
"260349000000",2,2,5,1,20,2,56,50,1,1,1,0
"260349000000",1,2,6,1,42,3,49,NA,3,7,99,2
"260349000000",1,2,6,7,19,3,47,37,1,7,7,0
"260349000000",1,2,8,2,35,3,58,NA,3,2,99,0
"260349000000",1,2,6,2,26,2,60,58,1,7,7,3
"260350000000",1,2,13,7,22,2,47,50,1,7,7,0
"260350000000",2,2,11,7,25,2,47,50,1,7,7,0
"260351000000",1,2,6,2,20,2,36,NA,3,2,99,0
"260353000000",2,2,6,2,22,2,53,NA,3,2,99,0
"260354000000",1,2,10,7,20,2,50,NA,3,7,99,0
"260354000000",1,2,8,7,23,2,50,NA,3,7,99,0
"260358000000",2,2,7,99,23,2,64,NA,3,2,99,9
"260360000000",2,2,6,2,23,2,49,NA,3,7,99,3
"260361000000",1,2,5,1,24,2,36,34,1,7,7,2
"260366000000",2,2,6,99,20,2,74,80,1,2,2,9
"260366000000",1,2,5,2,29,2,72,NA,3,2,99,0
"260367000000",1,2,6,7,38,2,57,50,1,2,2,3
"260370000000",1,2,5,1,26,2,54,43,2,1,1,0
"260370000000",2,2,6,2,40,2,29,NA,4,2,99,0
"260371000000",2,2,6,2,35,2,47,NA,3,2,99,0
"260372000000",1,2,6,7,30,2,54,NA,3,2,99,3
"260377000000",1,2,5,1,20,1,31,33,1,1,1,0
"260379000000",2,2,6,2,19,NA,NA,NA,NA,99,99,9
"260379000000",2,2,5,99,30,3,43,47,1,1,1,9
"260380000000",1,2,11,2,22,2,44,NA,4,2,99,0
"260380000000",1,2,10,2,23,2,44,NA,4,2,99,0
"260380000000",1,2,6,2,26,2,44,NA,4,2,99,0
"260386000000",2,2,6,2,30,2,51,63,1,7,7,3
"260391000000",2,2,7,99,37,2,48,NA,3,7,99,9
"260391000000",1,2,6,2,45,2,64,NA,3,7,99,3
"260393000000",1,2,6,2,29,2,35,NA,3,2,99,0
"260394000000",1,2,5,7,30,2,45,NA,3,7,99,0
"260394000000",2,2,10,2,18,2,39,NA,3,2,99,0
"260394000000",1,2,6,2,21,2,65,NA,3,2,99,0
"260394000000",2,2,5,2,23,2,39,NA,3,2,99,0
"260395000000",2,2,5,99,35,2,54,55,1,2,2,9
"260397000000",2,2,5,1,28,2,42,NA,3,1,99,0
"260398000000",2,2,6,1,25,2,42,47,1,1,1,0
"260501000000",1,2,6,1,26,1,45,45,1,1,1,0
"260506000000",2,2,9,2,31,2,53,51,1,2,2,0
"260506000000",1,2,10,99,30,2,53,51,1,2,2,9
"260507000000",2,2,10,2,40,2,47,NA,3,2,99,0
"260507000000",1,2,7,7,17,2,51,58,1,7,7,0
"260508000000",2,2,6,2,17,2,50,NA,3,2,99,0
"260509000000",2,2,10,7,30,2,55,NA,3,7,99,0
"260514000000",1,2,6,2,19,2,64,NA,3,2,99,0
"260514000000",2,2,7,2,17,2,64,NA,3,2,99,0
"260514000000",2,2,7,2,17,2,64,NA,3,2,99,0
"260521000000",1,2,10,1,NA,2,41,36,1,1,1,0
"260522000000",2,2,6,7,19,2,72,NA,3,7,99,0
"260526000000",1,2,5,1,21,3,43,59,1,1,1,0
"260526000000",1,2,5,1,19,2,38,47,1,1,1,0
"260529000000",2,2,7,1,32,2,64,68,1,1,1,0
"260533000000",2,2,16,2,33,3,44,NA,3,2,99,0
"260534000000",1,2,6,1,24,2,57,NA,3,1,99,0
"260534000000",1,2,6,1,24,2,57,NA,3,1,99,0
"260535000000",1,2,5,1,24,2,61,62,1,1,1,0
"260539000000",1,2,6,1,19,2,31,NA,3,1,99,0
"260540000000",1,2,9,1,21,2,57,53,1,1,1,0
"260540000000",1,2,7,1,22,2,57,53,1,1,1,0
"260543000000",1,2,6,2,18,2,32,NA,3,2,99,0
"260543000000",1,2,5,2,23,2,35,34,1,2,2,0
"260547000000",1,2,6,7,21,2,49,NA,3,1,99,1
"260550000000",1,2,6,2,NA,2,60,NA,3,2,99,0
"260554000000",2,2,5,7,24,2,40,NA,3,7,99,0
"260559000000",1,2,5,2,19,2,65,NA,3,2,99,0
"260562000000",1,2,7,99,25,2,40,NA,3,2,99,9
"260563000000",1,2,5,2,23,3,50,NA,3,99,99,9
"260565000000",2,2,8,1,23,2,75,NA,3,1,99,0
"260565000000",2,2,5,99,29,2,50,53,1,1,1,9
"260566000000",1,2,5,99,22,2,51,NA,3,1,99,9
"260569000000",1,2,6,2,19,2,40,NA,3,2,99,0
"260570000000",1,2,6,2,20,2,55,NA,3,7,99,3
"260571000000",2,2,5,1,21,2,30,45,1,1,7,0
"260580000000",2,2,5,1,18,2,43,47,1,1,1,0
"260580000000",2,2,5,1,37,2,32,34,1,1,1,0
"260582000000",1,2,6,99,20,2,48,45,1,7,7,9
"260583000000",1,2,6,2,NA,NA,NA,NA,NA,99,99,9
"260585000000",2,2,6,2,15,2,38,NA,3,2,99,0
"260590000000",1,2,6,1,38,2,57,58,1,1,1,0
"260590000000",2,2,5,1,27,2,48,50,1,1,1,0
"260596000000",2,2,5,1,23,1,58,NA,3,1,99,0
"260598000000",2,2,9,1,32,1,43,NA,3,1,99,0
