"RECNUM","SEX","AGYSPNDS","AgeAtAdopt","ChildRace","BioMomAgeAtBirth","MOMARRD","AdoptMomAge","AdoptDadAge","ADPFAMST","MomRace","DadRace","Transracial"
"261946000000",2,2,2,99,18,2,38,38,1,1,1,9
"261952000000",2,2,2,7,34,2,59,41,2,7,7,0
"261953000000",2,2,3,99,18,2,53,50,1,1,1,9
"261954000000",2,2,2,99,35,2,38,NA,3,7,99,9
"261955000000",1,2,1,1,21,2,45,44,1,1,1,0
"261955000000",1,2,2,7,28,2,51,50,1,1,1,1
"261955000000",2,2,2,2,23,2,67,NA,3,2,99,0
"261956000000",1,2,2,1,25,2,41,52,1,1,1,0
"261956000000",1,2,2,1,20,2,48,54,1,1,1,0
"261959000000",1,2,3,1,20,1,24,28,1,1,1,0
"261960000000",1,2,3,1,21,2,57,56,1,1,1,0
"261960000000",1,2,2,99,25,2,30,30,1,1,1,9
"261960000000",2,2,2,2,35,2,45,NA,3,2,99,0
"261961000000",1,2,2,1,27,2,48,44,1,1,1,0
"261961000000",1,2,2,1,27,2,48,44,1,1,1,0
"261961000000",2,2,2,99,28,2,48,NA,3,2,99,9
"261962000000",1,2,2,7,34,2,63,NA,3,2,99,3
"261963000000",2,2,2,2,29,2,38,32,1,1,99,9
"261965000000",2,2,2,1,28,2,35,NA,3,2,99,2
"261966000000",1,2,1,1,24,2,37,32,1,2,2,2
"261975000000",1,2,2,1,31,3,33,34,1,1,1,0
"261976000000",1,2,2,2,27,2,42,NA,3,2,99,0
"261978000000",1,2,2,7,29,2,50,52,1,7,7,0
"261979000000",1,2,2,1,33,2,50,49,1,1,1,0
"261980000000",1,2,2,1,36,2,58,60,1,1,1,0
"261981000000",2,2,2,99,36,2,47,NA,3,2,99,9
"261981000000",2,2,3,99,27,2,37,37,1,99,99,9
"261982000000",2,2,2,2,36,2,61,NA,3,2,99,0
"261983000000",2,2,2,99,26,2,30,NA,3,1,99,9
"261985000000",2,2,2,1,22,1,51,51,1,1,1,0
"261985000000",2,2,2,1,22,1,51,51,1,1,1,0
"261986000000",2,2,2,2,32,2,46,51,1,2,2,0
"261987000000",2,2,2,2,41,2,48,51,1,1,1,1
"261989000000",2,2,2,1,23,2,70,NA,3,7,99,2
"261990000000",1,2,2,2,24,2,70,70,1,2,2,0
"261993000000",2,2,2,2,23,2,49,NA,3,2,99,0
"261995000000",1,2,2,7,32,2,43,56,1,7,7,0
"261999000000",1,2,2,7,38,2,35,36,1,7,7,0
"262002000000",1,2,2,2,31,3,53,45,1,2,2,0
"262007000000",1,2,2,1,22,2,35,32,1,1,1,0
"262009000000",2,2,2,2,29,2,50,55,1,2,2,0
"262011000000",1,2,2,7,24,2,30,45,1,1,7,0
"262011000000",2,2,2,1,24,2,34,34,1,1,1,0
"262012000000",1,2,2,1,21,1,46,NA,3,1,99,0
"262014000000",2,2,2,1,27,NA,NA,NA,NA,99,99,9
"262016000000",2,2,2,2,30,2,38,NA,3,2,99,0
"262018000000",2,2,2,99,31,2,55,49,1,1,1,9
"262019000000",1,2,2,1,26,2,37,45,1,1,1,0
"262020000000",2,2,2,2,38,2,52,60,1,2,2,0
"262020000000",1,2,2,7,35,1,49,48,1,1,1,1
"262021000000",2,2,2,99,36,2,50,44,1,1,1,9
"262023000000",1,2,2,2,26,2,56,56,1,2,2,0
"262023000000",1,2,2,2,26,2,56,56,1,2,2,0
"262023000000",1,2,2,1,45,2,33,NA,4,7,99,9
"262024000000",2,2,3,99,32,2,57,63,1,1,1,9
"262030000000",1,2,1,2,35,2,63,49,1,1,1,1
"262030000000",2,2,1,2,35,2,63,49,1,1,1,1
"262032000000",1,2,2,2,28,2,50,49,1,2,7,0
"262034000000",2,2,1,1,23,2,41,44,1,1,1,0
"262034000000",2,2,2,2,28,2,49,NA,3,7,99,3
"262036000000",2,2,2,99,27,2,53,57,1,1,1,9
"262037000000",1,2,2,99,30,2,30,NA,3,1,99,9
"262040000000",2,2,1,1,19,1,33,33,1,1,1,0
"262041000000",2,2,2,1,30,2,58,57,1,1,1,0
"262044000000",1,2,2,2,28,2,51,NA,3,2,99,0
"262051000000",2,2,1,1,24,2,47,49,1,1,1,0
"262052000000",2,2,2,2,25,2,57,NA,3,2,99,0
"262065000000",1,2,2,2,23,2,43,40,1,1,1,1
"262065000000",2,2,2,1,20,2,47,47,1,1,1,0
"262068000000",1,2,1,2,31,2,33,32,2,1,1,1
"262069000000",1,2,2,1,31,1,43,52,1,7,7,2
"262070000000",1,2,2,1,41,2,39,NA,3,1,99,0
"262072000000",2,2,3,1,24,2,40,30,2,1,1,0
"262072000000",2,2,2,2,41,2,52,NA,3,7,99,3
"262072000000",2,2,1,1,22,2,34,43,1,1,1,0
"262075000000",2,2,1,7,24,2,41,37,2,1,7,0
"262077000000",2,2,2,2,40,2,44,NA,4,2,99,0
"262077000000",2,2,2,2,36,2,40,NA,3,7,99,3
"262080000000",1,2,2,99,25,2,50,52,1,1,1,9
"262081000000",1,2,2,2,27,2,39,43,1,1,1,1
"262081000000",2,2,2,2,30,2,56,58,1,2,2,0
"262087000000",1,2,2,2,32,2,45,50,1,2,2,0
"262089000000",2,2,1,1,38,2,56,56,1,1,1,0
"262100000000",2,2,1,2,36,2,49,46,2,1,1,1
"262100000000",2,2,1,99,36,2,49,46,2,1,1,9
"262101000000",1,2,2,2,37,2,46,NA,3,7,99,3
"262103000000",2,2,2,1,24,1,48,46,1,7,1,0
"262104000000",1,2,2,2,18,2,50,NA,3,7,99,3
"262105000000",1,2,2,1,21,2,38,39,1,1,1,0
"262106000000",1,2,2,2,34,2,47,NA,3,2,99,0
"262106000000",1,2,13,2,23,2,45,NA,3,2,99,0
"262107000000",2,2,1,2,44,2,38,39,1,1,1,1
"262107000000",1,2,1,2,26,2,49,NA,3,7,99,3
"262108000000",2,2,2,99,24,2,49,51,1,1,1,9
"262108000000",1,2,6,1,20,2,49,48,1,1,1,0
"262108000000",2,2,5,1,22,2,49,48,1,1,1,0
"262108000000",1,2,4,1,23,2,49,48,1,1,1,0
"262111000000",2,2,1,7,30,2,34,NA,4,7,99,0
"262113000000",1,2,2,1,19,2,63,54,1,1,1,0
"262113000000",2,2,2,2,33,2,61,NA,3,7,99,3
"262114000000",2,2,1,1,24,2,50,37,1,1,1,0
"262114000000",2,2,2,2,37,2,51,52,1,2,2,0
"262116000000",2,2,1,99,31,2,45,40,1,1,1,9
"262117000000",1,2,2,1,32,2,55,53,1,1,1,0
"262117000000",1,2,2,2,35,2,49,NA,3,2,99,0
"262120000000",2,2,2,99,24,1,28,27,1,1,1,9
"262126000000",2,2,2,2,28,3,45,NA,3,1,99,1
"262126000000",2,2,2,2,30,2,40,39,1,1,1,1
"262129000000",1,2,2,99,24,2,54,47,1,1,1,9
"262131000000",1,2,1,99,24,1,58,61,1,2,2,9
"262131000000",2,2,2,99,30,2,40,NA,3,1,99,9
"262133000000",1,2,1,7,29,2,36,38,2,1,1,1
"262133000000",1,2,1,99,34,2,38,38,1,1,1,9
"262134000000",1,2,2,99,42,2,48,55,1,1,2,9
"262136000000",2,2,1,1,30,2,36,41,1,1,1,0
"262136000000",2,2,1,7,29,2,38,NA,3,7,99,0
"262137000000",1,2,1,1,30,1,35,35,1,1,1,0
"262138000000",1,2,2,2,29,2,55,NA,3,2,99,0
"262140000000",2,2,1,1,25,2,55,60,1,1,1,0
"262140000000",1,2,1,7,24,2,72,47,1,1,1,1
"262148000000",2,2,2,1,28,2,32,NA,3,1,99,0
"262149000000",1,2,1,2,25,2,42,NA,3,2,99,0
"262149000000",2,2,1,1,38,2,37,37,1,1,1,0
"262152000000",2,2,1,1,30,2,65,NA,3,2,99,2
"262155000000",1,2,1,1,22,2,32,32,1,1,1,0
"262157000000",2,2,2,2,28,2,54,41,1,7,7,3
"262158000000",2,2,1,2,24,2,46,NA,3,2,99,0
"262160000000",2,2,1,99,30,1,54,43,2,1,1,9
"262164000000",1,2,1,1,26,2,33,36,1,1,1,0
"262165000000",1,2,1,1,24,2,26,NA,3,1,99,0
"262165000000",2,2,1,2,26,2,47,47,1,1,1,1
"262166000000",1,2,1,1,23,3,45,46,1,1,1,0
"262166000000",2,2,1,1,23,2,53,NA,3,1,99,0
"262166000000",2,2,1,2,25,2,41,NA,3,2,99,0
"262173000000",2,2,2,1,31,2,35,NA,3,1,99,0
"262173000000",1,2,1,1,27,2,42,37,1,1,1,0
"262178000000",2,2,1,1,28,1,43,46,1,1,1,0
"262183000000",2,2,1,1,22,2,40,38,1,1,7,0
"262185000000",1,2,1,1,31,2,48,47,1,1,1,0
"262185000000",1,2,1,2,20,2,60,NA,3,2,99,0
"262185000000",2,2,1,1,28,2,48,49,1,1,1,0
"262189000000",1,2,2,1,30,2,39,NA,3,1,99,0
"262192000000",2,2,1,1,35,NA,NA,NA,NA,99,99,9
"262195000000",1,2,1,1,32,2,30,31,1,1,1,0
"262201000000",1,2,8,99,33,2,43,40,1,2,7,9
"262202000000",2,2,8,1,24,3,51,62,2,99,99,9
"262202000000",1,2,9,2,17,2,61,NA,3,2,99,0
"262213000000",1,2,8,1,21,2,34,NA,3,1,99,0
"262214000000",2,2,8,2,17,2,74,80,1,2,2,0
"262215000000",1,2,8,1,18,2,45,43,1,1,1,0
"262218000000",2,2,8,1,18,3,34,35,1,1,1,0
"262222000000",2,2,8,1,22,2,36,38,1,1,1,0
"262222000000",2,2,11,7,17,2,50,NA,3,7,99,0
"262232000000",1,2,8,1,22,2,54,52,1,1,1,0
"262237000000",1,2,8,4,19,2,52,NA,3,2,99,3
"262244000000",2,2,10,2,36,3,46,NA,3,2,99,0
"262245000000",1,2,10,7,22,3,42,43,2,2,2,3
"262245000000",1,2,14,7,18,3,42,43,2,2,2,3
"262245000000",2,2,12,7,20,3,42,43,2,2,2,3
"262245000000",1,2,11,7,21,3,42,43,2,2,2,3
"262246000000",1,2,8,1,36,NA,NA,NA,NA,99,99,9
"262248000000",2,2,11,7,25,2,59,53,1,7,7,0
"262248000000",1,2,10,7,26,2,59,53,1,7,7,0
"262251000000",2,2,8,7,29,2,49,52,1,7,7,0
"262252000000",1,2,8,1,26,3,58,67,1,2,2,2
"262254000000",1,2,7,1,19,2,30,45,1,1,7,0
"262257000000",2,2,10,7,22,2,51,NA,3,7,99,0
"262259000000",2,2,11,2,31,2,53,NA,3,2,99,0
"262259000000",2,2,10,2,32,2,53,NA,3,2,99,0
"262264000000",1,2,8,2,24,2,67,NA,3,7,99,3
"262265000000",2,2,7,1,24,1,54,49,1,1,1,0
"262282000000",2,2,8,2,21,2,43,NA,3,2,99,0
"262285000000",2,2,14,1,31,2,52,NA,3,2,99,2
"262285000000",1,2,16,1,30,2,52,NA,3,2,99,2
"262285000000",2,2,12,1,33,2,52,NA,3,2,99,2
"262285000000",2,2,10,7,26,3,56,50,1,2,2,3
"262285000000",1,2,14,2,38,2,51,NA,3,2,99,0
"262287000000",2,2,8,1,26,2,50,39,1,1,1,0
"262303000000",1,2,16,2,28,2,37,NA,3,2,99,0
"262303000000",1,2,15,2,29,2,37,NA,3,2,99,0
"262303000000",1,2,12,2,31,2,37,NA,3,2,99,0
"262306000000",1,2,12,2,18,2,58,NA,3,2,99,0
"262309000000",2,2,8,7,28,2,58,NA,3,7,99,0
"262310000000",1,2,8,1,38,3,47,48,1,7,7,2
"262313000000",1,2,7,2,28,2,33,NA,3,2,99,0
"262313000000",1,2,7,2,24,2,68,68,1,7,7,3
"262314000000",2,2,8,7,20,2,64,64,1,7,7,0
"262314000000",1,2,7,1,29,1,49,38,1,1,1,0
"262315000000",2,2,12,2,33,2,49,NA,3,7,99,3
"262316000000",2,2,7,2,25,2,37,NA,3,2,99,0
"262317000000",1,2,8,1,26,2,60,58,1,1,1,0
"262321000000",1,2,9,2,20,2,55,NA,4,2,99,0
"262323000000",2,2,9,2,24,2,71,NA,3,2,99,0
"262326000000",1,2,8,99,18,2,53,NA,3,2,99,9
"262330000000",2,2,7,7,NA,3,51,NA,3,7,99,0
"262336000000",2,2,7,1,25,2,30,30,1,1,1,0
"262342000000",1,2,7,1,23,NA,NA,NA,NA,99,99,9
"262344000000",1,2,8,7,30,2,62,NA,3,7,99,0
"262346000000",1,2,7,99,22,1,45,NA,3,1,99,9
"262347000000",1,2,7,2,17,2,57,NA,3,2,99,0
"262348000000",1,2,7,2,16,2,61,NA,3,2,99,0
"262349000000",1,2,9,2,25,2,57,NA,4,2,99,0
"262352000000",1,2,11,2,34,2,58,NA,3,2,99,0
"262352000000",1,2,7,1,23,2,30,NA,3,1,99,0
"262356000000",2,2,7,1,30,1,70,NA,3,1,99,0
"262360000000",2,2,8,1,27,2,56,57,1,1,1,0
"262361000000",2,2,8,99,36,2,48,50,1,7,7,9
"262364000000",1,2,10,2,19,2,63,NA,3,2,99,0
"262365000000",2,2,7,2,22,2,65,NA,3,2,99,0
"262366000000",1,2,8,7,29,3,56,50,1,2,2,3
"262369000000",2,2,7,1,41,1,51,NA,3,1,99,0
"262375000000",2,2,17,1,18,2,44,44,1,1,1,0
"262375000000",2,2,7,1,37,2,71,73,1,1,1,0
"262381000000",2,2,7,2,22,2,50,50,1,1,7,3
"262381000000",1,2,8,2,34,2,60,NA,3,7,99,3
"262381000000",1,2,8,2,34,2,60,NA,3,7,99,3
"262385000000",2,2,8,1,24,2,58,NA,4,1,99,0
"262386000000",1,2,7,2,20,3,60,NA,3,2,99,0
"262390000000",2,2,7,99,22,2,29,31,2,1,1,9
"262396000000",1,2,10,7,21,2,59,62,1,7,7,0
"262396000000",2,2,8,7,23,2,59,62,1,7,7,0
"262397000000",2,2,8,2,19,2,64,NA,3,1,99,1
"262398000000",2,2,8,1,33,2,59,NA,3,2,99,2
"262402000000",2,2,7,2,17,2,49,NA,3,2,99,0
"262402000000",2,2,8,99,27,2,50,78,1,1,1,9
"262403000000",2,2,8,7,39,2,49,NA,3,7,99,0
"262403000000",2,2,8,7,39,2,49,NA,3,7,99,0
"262405000000",2,2,9,2,29,2,74,78,1,2,2,0
"262405000000",2,2,7,2,31,2,74,78,1,2,2,0
"262410000000",2,1,7,2,NA,2,59,NA,3,2,99,0
"262411000000",1,2,7,7,30,1,33,34,1,1,1,1
"262412000000",1,2,7,2,20,2,48,NA,3,2,99,0
"262412000000",1,2,7,6,22,2,32,31,1,4,4,3
"262414000000",2,2,7,7,19,2,50,NA,3,7,99,0
"262417000000",2,2,6,7,24,1,51,59,1,1,7,0
"262418000000",1,2,7,2,37,3,46,NA,3,2,99,0
"262419000000",2,2,7,99,24,2,38,NA,3,2,99,9
"262419000000",2,2,8,1,33,2,69,NA,3,7,99,2
"262420000000",1,2,7,2,15,2,28,30,1,1,1,1
"262422000000",2,2,9,2,24,2,65,NA,3,2,99,0
"262425000000",2,2,7,7,19,2,49,NA,3,1,99,1
"262425000000",1,2,8,2,19,2,53,NA,3,2,99,0
"262429000000",1,2,10,2,20,2,64,NA,3,2,99,0
"262431000000",2,2,7,1,20,2,51,NA,3,1,99,0
"262431000000",1,2,7,1,33,2,59,NA,3,1,99,0
"262435000000",1,2,8,2,29,2,36,NA,3,2,99,0
"262437000000",2,2,7,2,19,NA,NA,NA,NA,99,99,9
"262437000000",1,2,6,1,19,2,56,50,1,1,1,0
"262439000000",2,2,6,99,23,1,53,49,1,1,1,9
"262440000000",2,2,7,7,37,3,53,51,1,7,7,0
"262442000000",2,1,12,7,19,2,51,NA,3,2,99,3
"262445000000",2,2,6,1,24,1,29,29,1,1,2,0
"262449000000",1,2,7,7,39,2,38,47,1,7,2,0
"262452000000",2,2,7,99,23,NA,NA,NA,NA,99,99,9
"262452000000",2,2,7,99,23,NA,NA,NA,NA,99,99,9
"262452000000",1,2,7,1,21,2,49,53,1,1,1,0
"262453000000",1,2,8,1,20,3,30,34,1,1,1,0
"262457000000",1,2,7,99,23,1,46,42,1,1,1,9
"262457000000",1,2,7,7,18,2,56,NA,3,7,99,0
"262458000000",1,2,7,99,23,2,45,35,1,1,1,9
"262463000000",2,2,12,2,20,2,54,NA,3,2,99,0
"262463000000",1,2,9,2,23,2,54,NA,3,2,99,0
"262464000000",2,2,9,2,42,2,49,NA,3,2,99,0
"262467000000",1,2,10,2,16,2,59,NA,3,2,99,0
"262468000000",1,2,9,1,22,2,51,57,1,1,1,0
"262468000000",1,2,8,2,29,3,65,NA,3,2,99,0
"262473000000",2,2,7,7,31,2,56,NA,3,7,99,0
"262474000000",2,2,7,7,25,2,64,64,1,7,7,0
"262478000000",2,2,9,2,20,2,51,NA,3,2,99,0
"262478000000",1,2,12,2,17,2,51,NA,3,2,99,0
"262478000000",1,2,8,2,21,2,51,NA,3,2,99,0
"262481000000",2,2,7,99,26,2,42,NA,3,2,99,9
"262482000000",1,2,7,1,32,2,56,56,1,1,1,0
"262484000000",1,2,7,1,21,2,55,55,1,1,1,0
"262485000000",2,2,10,2,18,2,50,NA,3,2,99,0
"262485000000",2,2,10,2,18,2,50,NA,3,2,99,0
"262485000000",2,2,9,2,19,2,50,NA,3,2,99,0
"262487000000",1,2,7,1,18,2,30,NA,3,1,99,0
"262487000000",1,2,17,1,NA,NA,NA,NA,NA,99,99,9
"262492000000",2,2,6,99,31,2,32,33,1,1,2,9
"262492000000",2,2,9,2,20,3,50,NA,3,99,99,9
"262497000000",1,2,7,2,41,2,54,NA,3,2,99,0
"262497000000",2,2,12,7,41,2,59,NA,3,2,99,3
"262498000000",1,2,8,2,22,2,49,NA,3,2,99,0
"262499000000",2,2,13,2,17,2,81,NA,3,2,99,0
"262499000000",2,2,11,2,19,2,81,NA,3,2,99,0
"262499000000",2,2,10,2,20,2,53,NA,3,2,99,0
"262499000000",2,2,9,2,21,2,81,NA,3,2,99,0
"262499000000",2,2,8,7,18,3,47,37,1,7,7,0
"262502000000",2,2,7,7,21,1,61,57,1,7,7,0
"262504000000",2,2,7,2,33,1,60,43,1,2,2,0
"262505000000",2,2,7,2,27,2,57,NA,4,2,99,0
"262511000000",1,2,7,1,21,2,57,54,1,1,1,0
"262511000000",2,2,7,2,25,2,40,39,2,1,1,1
"262511000000",1,2,7,7,20,2,44,NA,3,2,99,3
"262517000000",2,2,7,2,21,2,54,60,1,2,2,0
"262517000000",2,2,6,2,22,2,60,NA,3,2,99,0
"262521000000",2,2,12,7,18,2,41,NA,3,2,99,3
"262523000000",1,2,7,2,32,2,54,NA,3,2,99,0
"262526000000",2,2,9,7,25,2,70,NA,3,2,99,3
"262527000000",2,2,10,2,39,1,54,56,1,2,2,0
"262527000000",2,2,7,1,28,2,47,47,1,1,1,0
"262528000000",2,2,12,1,29,1,49,43,1,7,7,2
"262530000000",1,2,7,1,24,2,39,39,1,1,1,0
"262530000000",2,2,7,3,21,2,42,58,1,3,3,0
"262532000000",1,2,14,1,20,2,65,NA,3,2,99,2
"262532000000",2,2,7,1,27,2,53,48,1,1,1,0
"262533000000",2,2,11,1,20,2,49,46,1,1,1,0
"262533000000",2,2,14,1,17,3,49,46,1,1,1,0
"262535000000",1,2,7,99,22,2,43,52,1,7,7,9
"262537000000",2,2,7,2,37,2,57,NA,3,2,99,0
"262539000000",2,2,7,1,25,1,45,45,1,1,1,0
"262546000000",2,2,6,7,25,NA,NA,NA,NA,99,99,9
"262547000000",1,2,10,2,21,3,38,NA,3,99,99,9
"262547000000",2,2,7,2,24,3,38,NA,3,99,99,9
"262550000000",2,2,7,7,19,2,65,NA,3,1,99,1
"262552000000",1,2,8,2,22,2,50,NA,3,2,99,0
"262553000000",2,2,12,1,30,3,47,48,1,1,1,0
"262553000000",1,2,6,7,24,3,58,60,1,2,2,3
"262555000000",2,2,12,7,30,2,58,65,1,7,7,0
"262555000000",1,2,9,7,33,3,58,65,1,7,7,0
"262555000000",2,2,7,7,35,2,58,65,1,7,7,0
"262555000000",2,2,7,1,18,2,40,43,1,1,1,0
"262557000000",1,2,7,2,29,3,44,NA,3,99,99,9
"262565000000",2,2,7,2,17,2,43,NA,3,2,99,0
"262565000000",2,2,6,7,36,2,53,51,1,7,2,0
"262568000000",2,2,14,1,32,2,61,62,1,1,1,0
"262568000000",2,2,12,1,33,2,61,62,1,1,1,0
"262568000000",2,2,7,1,26,NA,NA,NA,NA,99,99,9
"262574000000",1,2,7,99,27,2,52,NA,3,7,99,9
"262577000000",2,2,9,2,25,2,76,NA,3,2,99,0
"262577000000",1,2,7,99,26,2,76,NA,3,2,99,9
"262579000000",1,2,12,2,22,2,57,NA,3,2,99,0
"262579000000",1,2,7,2,21,2,34,NA,3,2,99,0
"262580000000",2,2,7,2,22,2,64,NA,4,2,99,0
"262580000000",1,2,7,2,20,2,35,NA,3,2,99,0
"262581000000",1,2,7,1,31,1,58,55,1,1,1,0
"262582000000",2,2,7,99,34,2,43,NA,3,2,99,9
"262584000000",2,2,6,7,33,2,53,NA,3,7,99,0
"262586000000",2,2,7,1,20,2,27,28,1,1,1,0
"262587000000",2,2,14,2,20,2,55,65,1,2,2,0
"262589000000",1,2,6,1,22,2,41,41,1,1,1,0
"262591000000",1,2,6,1,23,2,33,41,1,1,1,0
"262596000000",1,2,13,2,21,2,56,NA,3,2,99,0
"262598000000",1,2,14,2,19,2,52,NA,3,2,99,0
"262598000000",2,2,12,2,21,2,52,NA,3,2,99,0
"262600000000",2,1,7,7,25,2,52,NA,3,7,99,0
"262604000000",1,2,6,99,20,2,26,28,1,1,1,9
"262604000000",2,2,7,1,37,2,39,NA,3,1,99,0
"262607000000",2,2,9,2,20,2,56,NA,3,2,99,0
"262609000000",1,2,7,7,29,2,59,53,1,7,7,0
"262610000000",1,2,8,2,28,2,59,NA,3,2,99,0
"262610000000",1,2,16,2,20,2,53,55,1,2,2,0
"262611000000",1,2,11,2,NA,2,56,35,1,7,7,3
"262613000000",1,2,7,1,24,NA,NA,NA,NA,99,99,9
"262615000000",2,2,6,1,18,2,38,47,1,1,1,0
"262622000000",2,2,7,2,28,2,43,NA,3,2,99,0
"262624000000",2,2,6,1,20,3,34,35,1,1,1,0
"262624000000",1,2,7,2,20,2,54,NA,3,2,99,0
"262629000000",1,2,6,99,28,2,37,NA,3,2,99,9
"262631000000",1,2,8,2,27,3,46,NA,3,2,99,0
"262631000000",2,2,10,2,25,3,46,NA,3,2,99,0
"262631000000",2,2,9,2,26,3,46,NA,3,2,99,0
"262634000000",1,2,10,2,42,2,38,NA,4,2,99,0
"262637000000",1,2,7,2,23,2,37,NA,3,1,99,1
"262638000000",2,2,11,2,22,2,46,NA,3,2,99,0
"262648000000",1,2,14,7,21,3,61,NA,3,2,99,3
"262648000000",1,2,12,7,23,3,61,NA,3,2,99,3
"262659000000",2,2,7,2,25,2,48,NA,3,7,99,3
"262664000000",1,2,6,7,NA,2,51,49,1,7,7,0
"262666000000",1,2,6,1,31,1,42,35,1,1,1,0
"262668000000",1,2,6,7,18,3,53,54,1,7,7,0
"262669000000",1,2,7,2,23,2,60,NA,3,2,99,0
"262674000000",2,2,8,2,17,3,46,NA,3,2,99,0
"262674000000",2,2,7,2,18,3,46,NA,3,2,99,0
"262675000000",2,2,6,1,23,2,35,41,1,1,1,0
"262679000000",1,2,13,1,19,2,62,NA,3,2,99,2
"262679000000",1,2,11,1,21,2,44,49,1,7,7,2
"262680000000",1,2,7,2,16,2,50,NA,3,2,99,0
"262683000000",2,2,6,99,20,2,40,38,1,1,1,9
"262686000000",1,2,7,2,19,2,65,NA,3,2,99,0
"262691000000",2,2,6,2,26,2,47,NA,3,2,99,0
"262691000000",1,2,6,2,21,2,48,NA,3,2,99,0
"262695000000",1,2,7,2,39,2,65,NA,3,2,99,0
"262696000000",2,2,7,2,40,2,38,46,1,7,7,3
"262696000000",2,2,8,99,39,2,38,46,1,7,7,9
"262699000000",2,2,7,7,37,2,53,NA,3,7,99,0
"262699000000",1,2,7,7,38,2,53,NA,3,7,99,0
