"RecNumbr","F1Age","F2Age","FOSFAMST","F1Race","F2Race","Transracial"
"251400000000",NA,NA,NA,NA,NA,NA
"251412000000",NA,NA,3,NA,NA,NA
"251452000000",NA,NA,NA,NA,NA,NA
"251497000000",44,NA,3,1,NA,0
"251529000000",55,NA,NA,7,NA,NA
"251531000000",56,55,1,7,7,2
"251574000000",NA,NA,3,NA,NA,NA
"251579000000",59,NA,3,7,NA,NA
"251582000000",NA,NA,NA,NA,NA,NA
"251649000000",NA,NA,2,NA,NA,NA
"251652000000",NA,NA,NA,NA,NA,NA
"251664000000",NA,NA,NA,NA,NA,NA
"251770000000",53,NA,2,2,NA,0
"251773000000",NA,NA,NA,NA,NA,NA
"251797000000",70,59,3,2,2,0
"251798000000",47,57,NA,7,2,0
"251835000000",40,NA,NA,1,NA,NA
"251841000000",57,NA,NA,7,NA,NA
"251849000000",58,NA,3,7,NA,NA
"251863000000",43,NA,NA,2,NA,9
"251871000000",60,NA,3,2,NA,0
"251877000000",NA,NA,NA,NA,NA,NA
"251883000000",NA,NA,NA,NA,NA,NA
"251888000000",50,NA,3,7,NA,0
"251951000000",49,53,1,2,2,0
"252138000000",50,60,NA,2,2,0
"252141000000",49,43,2,7,7,2
"252178000000",58,NA,3,7,NA,0
"252185000000",46,NA,NA,7,NA,NA
"252348000000",NA,NA,NA,NA,NA,NA
"252353000000",NA,NA,NA,NA,NA,NA
"252382000000",56,63,1,1,1,9
"252395000000",62,NA,3,1,NA,0
"252397000000",35,39,1,1,1,0
"252398000000",56,NA,3,1,NA,0
"252422000000",48,46,2,2,1,0
"252441000000",NA,NA,NA,NA,NA,NA
"252445000000",NA,NA,NA,NA,NA,NA
"252448000000",NA,NA,NA,NA,NA,NA
"252450000000",NA,NA,NA,NA,NA,NA
"252453000000",48,NA,NA,2,NA,NA
"252455000000",NA,NA,NA,NA,NA,NA
"252458000000",44,NA,1,1,NA,9
"252470000000",41,55,1,1,1,0
"252475000000",NA,NA,NA,NA,NA,NA
"252476000000",57,NA,3,1,NA,0
"252480000000",65,58,1,1,1,0
"252481000000",64,65,1,2,2,0
"252486000000",57,NA,1,1,NA,0
"252487000000",NA,NA,NA,NA,NA,NA
"252489000000",57,NA,3,2,NA,NA
"252490000000",NA,NA,NA,NA,NA,NA
"252491000000",47,NA,3,2,NA,0
"252494000000",NA,NA,3,NA,NA,NA
"252494000000",44,36,NA,1,1,0
"252494000000",35,37,NA,1,1,1
"252494000000",NA,NA,NA,NA,NA,NA
"252503000000",64,61,NA,1,1,9
"252503000000",NA,NA,NA,NA,NA,NA
"252513000000",55,52,NA,2,2,0
"252517000000",58,NA,3,2,NA,NA
"252518000000",NA,NA,NA,NA,NA,NA
"252518000000",60,NA,NA,2,NA,0
"252519000000",44,48,1,2,2,2
"252521000000",43,45,4,1,1,0
"252523000000",69,NA,3,1,NA,0
"252524000000",63,63,1,1,1,0
"252528000000",38,36,NA,3,4,2
"252533000000",NA,NA,NA,NA,NA,9
"252535000000",39,38,1,1,1,0
"252537000000",44,45,2,2,2,0
"252541000000",NA,NA,1,NA,NA,NA
"252541000000",77,NA,NA,2,NA,0
"252554000000",53,NA,3,1,NA,0
"252555000000",NA,NA,NA,NA,NA,NA
"252556000000",NA,NA,NA,NA,NA,NA
"252558000000",NA,NA,NA,NA,NA,9
"252564000000",45,47,NA,1,1,0
"252565000000",57,NA,1,1,NA,0
"252566000000",NA,NA,NA,NA,NA,NA
"252567000000",50,NA,1,2,NA,0
"252576000000",NA,NA,NA,NA,NA,NA
"252578000000",44,41,1,1,1,1
"252579000000",55,54,1,1,1,0
"252579000000",NA,NA,NA,NA,NA,NA
"252591000000",NA,NA,NA,NA,NA,NA
"252594000000",NA,NA,NA,NA,NA,NA
"252602000000",52,57,NA,1,1,1
"252605000000",NA,NA,NA,NA,NA,NA
"252605000000",57,NA,3,2,NA,NA
"252605000000",55,NA,3,2,NA,0
"252607000000",NA,NA,NA,NA,NA,9
"252611000000",NA,NA,NA,NA,NA,9
"252611000000",64,65,1,1,1,0
"252613000000",NA,NA,NA,NA,NA,NA
"252615000000",77,NA,NA,2,NA,0
"252621000000",59,53,NA,1,1,0
"252622000000",58,NA,1,1,NA,NA
"252626000000",44,NA,1,2,NA,9
"252626000000",NA,NA,NA,NA,NA,NA
"252630000000",50,54,1,2,2,0
"252631000000",50,44,1,1,2,0
"252631000000",50,NA,3,2,NA,0
"252632000000",53,NA,3,2,NA,0
"252634000000",44,NA,3,2,NA,NA
"252636000000",52,54,1,7,1,0
"252638000000",42,37,1,1,1,0
"252639000000",46,NA,3,7,NA,9
"252639000000",NA,NA,NA,NA,NA,NA
"252641000000",NA,NA,NA,NA,NA,NA
"252642000000",41,38,1,1,1,0
"252644000000",NA,NA,3,NA,NA,NA
"252648000000",44,NA,1,2,NA,0
"252655000000",NA,NA,NA,NA,NA,NA
"252657000000",NA,NA,NA,NA,NA,NA
"252660000000",NA,NA,NA,NA,NA,NA
"252660000000",NA,NA,NA,NA,NA,NA
"252670000000",65,64,1,2,2,2
"252678000000",NA,NA,NA,NA,NA,NA
"252678000000",38,NA,1,2,NA,0
"252682000000",47,45,1,1,1,0
"252686000000",52,NA,NA,7,NA,0
"252686000000",NA,NA,NA,NA,NA,NA
"252687000000",NA,NA,NA,NA,NA,NA
"252697000000",59,66,1,7,7,0
"252699000000",NA,NA,NA,NA,NA,NA
"260137000000",68,NA,1,7,NA,0
"260142000000",55,69,NA,2,2,3
"260159000000",36,39,1,1,1,9
"260182000000",52,67,1,2,2,2
"260223000000",43,48,1,2,2,0
"260236000000",34,NA,NA,2,NA,0
"260238000000",38,47,3,7,2,2
"260256000000",39,NA,3,2,NA,0
"260293000000",41,NA,3,2,NA,NA
"260318000000",53,NA,1,7,NA,0
"260352000000",NA,NA,NA,NA,NA,NA
"260509000000",NA,NA,NA,NA,NA,NA
"260515000000",NA,NA,NA,NA,NA,NA
"260534000000",41,NA,NA,7,NA,0
"260584000000",39,NA,3,7,NA,0
"260607000000",NA,NA,3,NA,NA,NA
"260612000000",63,59,NA,2,2,2
"260628000000",45,NA,3,2,NA,0
"260638000000",45,NA,NA,2,NA,0
"260839000000",49,NA,NA,2,NA,0
"260931000000",NA,NA,1,NA,NA,NA
"260976000000",61,NA,1,2,NA,0
"260979000000",66,66,NA,2,2,0
"261114000000",37,NA,3,2,NA,0
"261163000000",67,NA,NA,2,NA,NA
"261168000000",NA,NA,NA,NA,NA,NA
"261198000000",37,NA,NA,2,NA,NA
"261216000000",37,NA,NA,7,NA,NA
"261225000000",44,41,NA,2,2,0
"261312000000",45,NA,NA,2,NA,0
"261312000000",45,NA,NA,2,NA,0
"261375000000",NA,NA,NA,NA,NA,NA
"261379000000",54,NA,3,2,NA,0
"261489000000",69,NA,3,2,NA,0
"261492000000",55,NA,3,2,NA,9
"261496000000",52,49,1,1,1,0
"261536000000",58,57,NA,4,4,0
"261551000000",62,55,1,2,1,9
"261571000000",70,NA,NA,2,NA,0
"261629000000",NA,NA,NA,NA,NA,NA
"261662000000",66,NA,NA,7,NA,NA
"261704000000",34,NA,4,2,NA,0
"261710000000",43,NA,NA,7,NA,9
"261721000000",58,NA,3,1,NA,NA
"261776000000",47,43,NA,2,2,0
"261814000000",40,47,NA,7,7,3
"261902000000",33,NA,NA,2,NA,0
"261932000000",NA,NA,NA,NA,NA,9
"262044000000",34,NA,3,2,NA,0
"262113000000",NA,NA,NA,NA,NA,NA
"262180000000",27,NA,3,2,NA,9
"262216000000",51,NA,1,7,NA,NA
"262245000000",41,42,2,2,2,3
"262250000000",NA,NA,3,NA,NA,NA
"262269000000",41,NA,NA,7,NA,NA
"262285000000",51,NA,3,2,NA,NA
"262285000000",50,NA,NA,2,NA,0
"262303000000",37,NA,3,2,NA,0
"262312000000",43,NA,NA,2,NA,0
"262324000000",55,53,2,1,1,0
"262343000000",65,NA,NA,2,NA,0
"262460000000",63,NA,3,7,NA,NA
"262474000000",68,NA,NA,7,NA,NA
"262490000000",53,NA,3,2,NA,0
"262501000000",72,NA,NA,7,NA,0
"262511000000",18,67,1,2,2,0
"262533000000",48,45,1,1,1,0
"262566000000",76,NA,NA,2,NA,0
"262590000000",72,72,1,2,2,0
"262598000000",51,NA,NA,2,NA,0
"262672000000",38,NA,NA,2,NA,0
"262697000000",NA,NA,NA,NA,NA,NA
"10244506090",46,56,NA,7,7,3
"12218650190",47,47,1,1,1,0
"241907000000",38,56,NA,1,1,0
"250100000000",65,NA,1,1,NA,0
"250102000000",NA,NA,NA,NA,NA,NA
"250106000000",58,68,NA,1,1,0
"250117000000",NA,NA,NA,NA,NA,NA
"250125000000",NA,NA,NA,NA,NA,NA
"250126000000",NA,NA,NA,NA,NA,NA
"250128000000",NA,NA,NA,NA,NA,NA
"250129000000",45,NA,1,2,NA,0
"250131000000",49,47,1,1,1,0
"250131000000",NA,NA,NA,NA,NA,NA
"250131000000",NA,NA,NA,NA,NA,NA
"250134000000",49,42,1,1,1,0
"250135000000",41,60,NA,2,2,3
"250136000000",NA,NA,NA,NA,NA,NA
"250136000000",43,51,1,2,2,0
"250138000000",NA,NA,NA,NA,NA,NA
"250141000000",58,57,3,7,2,2
"250144000000",50,54,1,2,2,0
"250145000000",NA,NA,NA,NA,NA,NA
"250151000000",61,62,1,2,2,0
"250157000000",56,NA,3,2,NA,0
"250162000000",43,NA,3,2,NA,0
"250163000000",NA,NA,NA,NA,NA,NA
"250164000000",63,66,1,1,1,9
"250171000000",60,NA,3,2,NA,0
"250179000000",44,48,1,1,1,0
"250179000000",39,NA,3,1,NA,0
"250179000000",55,NA,3,2,NA,0
"250182000000",NA,NA,NA,NA,NA,NA
"250186000000",63,63,1,1,1,0
"250200000000",44,NA,1,1,NA,9
"250202000000",NA,NA,NA,NA,NA,NA
"250205000000",63,NA,NA,7,NA,0
"250206000000",38,NA,3,2,NA,0
"250208000000",55,52,1,1,7,1
"250209000000",NA,NA,NA,NA,NA,NA
"250209000000",40,NA,3,1,NA,0
"250212000000",68,NA,3,1,NA,0
"250218000000",61,NA,NA,1,NA,0
"250224000000",NA,NA,NA,NA,NA,9
"250226000000",62,NA,NA,7,NA,NA
"250230000000",NA,NA,NA,NA,NA,NA
"250233000000",63,64,NA,1,1,0
"250236000000",48,50,NA,1,1,0
"250239000000",60,NA,4,2,NA,NA
"250239000000",55,NA,3,1,NA,0
"250240000000",56,56,1,1,1,0
"250242000000",59,62,NA,1,1,1
"250244000000",42,NA,NA,2,NA,0
"250246000000",NA,NA,1,NA,NA,NA
"250246000000",NA,NA,NA,NA,NA,NA
"250247000000",NA,NA,NA,NA,NA,NA
"250248000000",NA,NA,NA,NA,NA,NA
"250248000000",38,39,2,1,1,9
"250252000000",NA,NA,NA,NA,NA,NA
"250257000000",68,66,4,1,1,0
"250260000000",43,45,1,1,1,0
"250261000000",72,NA,3,1,NA,0
"250261000000",NA,NA,NA,NA,NA,NA
"250262000000",52,NA,1,2,NA,0
"250265000000",61,NA,3,1,NA,0
"250266000000",57,NA,3,2,NA,9
"250269000000",NA,NA,NA,NA,NA,9
"250270000000",49,48,1,1,1,0
"250273000000",NA,NA,NA,NA,NA,NA
"250274000000",NA,NA,NA,NA,NA,NA
"250277000000",56,57,1,2,2,2
"250279000000",67,71,NA,2,2,0
"250282000000",68,NA,NA,7,NA,NA
"250285000000",31,NA,NA,7,NA,NA
"250285000000",NA,NA,3,NA,NA,NA
"250285000000",NA,NA,NA,NA,NA,NA
"250285000000",64,57,1,3,2,0
"250286000000",49,54,NA,2,2,3
"250287000000",45,47,1,1,1,0
"250287000000",70,72,NA,7,7,0
"250291000000",NA,NA,NA,NA,NA,NA
"250293000000",NA,NA,NA,NA,NA,NA
"250294000000",57,59,1,1,1,0
"250294000000",64,NA,3,1,NA,NA
"250295000000",61,62,1,2,2,0
"250301000000",37,31,1,1,1,0
"250307000000",35,39,1,1,1,9
"250307000000",NA,NA,NA,NA,NA,NA
"250307000000",51,53,1,1,1,1
"250309000000",NA,NA,NA,NA,NA,NA
"250309000000",64,70,NA,2,2,0
"250322000000",50,51,NA,2,2,3
"250323000000",NA,NA,NA,NA,NA,NA
"250332000000",NA,NA,NA,NA,NA,NA
"250332000000",45,48,1,1,1,0
"250339000000",46,NA,3,2,NA,0
"250344000000",67,NA,3,7,NA,NA
"250345000000",59,NA,NA,7,NA,9
"250348000000",52,56,1,7,7,2
"250349000000",48,51,NA,2,2,0
"250350000000",61,NA,3,7,NA,NA
"250354000000",NA,NA,NA,NA,NA,NA
"250355000000",44,NA,3,2,NA,0
"250356000000",42,NA,NA,2,NA,0
"250362000000",38,NA,3,7,NA,NA
"250362000000",NA,NA,NA,NA,NA,NA
"250363000000",66,NA,NA,2,NA,0
"250366000000",49,NA,3,2,NA,0
"250368000000",62,NA,3,2,NA,0
"250368000000",54,NA,NA,2,NA,0
"250370000000",NA,NA,NA,NA,NA,NA
"250370000000",NA,NA,3,NA,NA,NA
"250374000000",62,NA,3,2,NA,9
"250377000000",52,NA,3,2,NA,0
"250386000000",39,NA,NA,2,NA,0
"250393000000",45,46,NA,7,7,2
"250395000000",54,NA,NA,7,NA,NA
"250397000000",58,NA,NA,2,NA,0
"250502000000",NA,NA,NA,NA,NA,NA
"250508000000",44,41,1,1,1,1
"250509000000",NA,NA,NA,NA,NA,NA
"250509000000",77,48,1,2,2,0
"250509000000",NA,NA,NA,NA,NA,NA
"250514000000",48,NA,3,2,NA,0
"250526000000",37,NA,4,7,NA,9
"250544000000",NA,NA,NA,NA,NA,NA
"250547000000",36,NA,3,2,NA,0
"250547000000",56,NA,3,2,NA,0
"250561000000",51,59,4,7,7,2
"250563000000",60,NA,3,2,NA,NA
"250567000000",49,NA,NA,7,NA,0
"250569000000",NA,NA,NA,NA,NA,9
"250572000000",52,70,NA,1,1,1
"250598000000",NA,NA,NA,NA,NA,NA
"250603000000",38,36,NA,3,4,2
"250606000000",NA,NA,3,NA,NA,NA
"250607000000",48,NA,NA,2,NA,NA
"250622000000",66,66,NA,2,2,0
"250626000000",NA,NA,NA,NA,NA,NA
"250650000000",60,NA,3,2,NA,NA
"250659000000",51,NA,NA,7,NA,NA
"250692000000",NA,NA,NA,NA,NA,NA
"250693000000",58,60,1,2,2,3
"250695000000",45,NA,NA,7,NA,NA
"250809000000",58,NA,2,2,NA,0
"250820000000",53,64,3,7,7,0
"250860000000",64,NA,NA,2,NA,NA
"250860000000",NA,NA,NA,NA,NA,NA
"250862000000",68,67,3,2,2,0
"250894000000",NA,NA,NA,NA,NA,NA
"250912000000",45,NA,NA,2,NA,9
"250915000000",56,NA,3,2,NA,NA
"250924000000",NA,NA,NA,NA,NA,NA
"250959000000",61,NA,3,2,NA,0
"250966000000",NA,NA,NA,NA,NA,NA
"250975000000",51,50,1,1,1,0
"250990000000",NA,NA,NA,NA,NA,NA
"251101000000",64,NA,NA,7,NA,0
"251204000000",NA,NA,NA,NA,NA,NA
"251260000000",49,NA,NA,2,NA,0
"251265000000",56,57,1,2,2,0
"251282000000",32,NA,3,7,NA,NA
"251291000000",67,NA,3,2,NA,0
"251303000000",55,NA,3,2,NA,0
"251303000000",55,NA,3,2,NA,0
"251308000000",50,52,1,1,1,0
"251321000000",NA,NA,NA,NA,NA,NA
"251322000000",NA,NA,3,NA,NA,NA
"251352000000",30,33,1,2,2,0
"251354000000",39,41,NA,2,2,9
"251385000000",NA,NA,NA,NA,NA,NA
"251388000000",NA,NA,NA,NA,NA,NA
"251409000000",48,NA,3,2,NA,0
"251425000000",59,NA,1,2,NA,0
"251452000000",78,NA,NA,2,NA,0
"251494000000",75,NA,NA,2,NA,0
"251524000000",50,NA,3,2,NA,0
"251528000000",37,NA,NA,7,NA,0
"251540000000",54,NA,4,2,NA,0
"251540000000",48,41,3,2,2,0
"251540000000",48,41,3,2,2,0
"251550000000",48,44,1,2,7,0
"251591000000",31,NA,NA,2,NA,0
"251593000000",59,54,3,2,2,0
"251596000000",48,NA,3,2,NA,9
"251596000000",62,NA,NA,2,NA,0
"251608000000",66,NA,NA,2,NA,NA
"251664000000",41,41,1,2,2,9
"251670000000",53,NA,1,2,NA,0
"251687000000",40,NA,4,2,NA,NA
"251720000000",39,NA,NA,7,NA,NA
"251726000000",NA,NA,NA,NA,NA,NA
"251740000000",61,58,NA,2,2,0
"251741000000",55,NA,3,7,NA,NA
"251758000000",62,NA,3,7,NA,0
"251770000000",52,NA,2,2,NA,0
"251836000000",37,37,1,1,1,9
"251838000000",NA,NA,NA,NA,NA,NA
"251857000000",33,NA,3,2,NA,NA
"251866000000",51,NA,NA,2,NA,0
"251899000000",NA,NA,NA,NA,NA,NA
"251905000000",23,NA,NA,7,NA,NA
"251939000000",NA,NA,NA,NA,NA,NA
"251969000000",NA,NA,NA,NA,NA,NA
"251973000000",47,NA,NA,2,NA,NA
"251981000000",72,NA,NA,2,NA,0
"251994000000",NA,NA,NA,NA,NA,NA
"252017000000",48,49,1,7,7,0
"252032000000",48,NA,1,2,NA,NA
"252055000000",60,NA,3,7,NA,NA
"252115000000",69,NA,3,2,NA,0
"252121000000",NA,NA,NA,NA,NA,NA
"252150000000",NA,NA,NA,NA,NA,NA
"252199000000",61,NA,3,7,NA,0
"252631000000",47,45,1,1,1,0
"252631000000",NA,NA,NA,NA,NA,NA
"252632000000",41,36,1,1,1,0
"252634000000",NA,NA,NA,NA,NA,NA
"252636000000",53,NA,1,1,NA,0
"252645000000",53,NA,1,1,NA,0
"252646000000",56,63,1,1,1,9
"252662000000",NA,NA,NA,NA,NA,NA
"252677000000",52,55,2,1,1,0
"252680000000",45,43,1,1,1,0
"252689000000",57,NA,NA,2,NA,0
"252690000000",NA,NA,NA,NA,NA,NA
"252694000000",55,61,1,1,1,0
"252695000000",55,NA,NA,1,NA,0
"260111000000",38,NA,3,2,NA,0
"260160000000",43,NA,NA,2,NA,0
"260199000000",NA,NA,NA,NA,NA,NA
"260201000000",60,56,NA,7,7,0
"260223000000",43,48,1,2,2,9
"260249000000",NA,NA,NA,NA,NA,NA
"260337000000",NA,NA,NA,NA,NA,NA
"260350000000",53,49,NA,7,7,0
"260371000000",NA,NA,NA,NA,NA,NA
"260377000000",NA,NA,NA,NA,NA,NA
"260383000000",49,NA,1,2,NA,0
"260515000000",NA,NA,NA,NA,NA,NA
"260524000000",46,NA,NA,2,NA,NA
"260534000000",NA,NA,NA,NA,NA,NA
"260586000000",48,NA,NA,2,NA,0
"260645000000",NA,NA,NA,NA,NA,NA
"260662000000",64,NA,3,2,NA,NA
"260688000000",73,NA,1,2,NA,0
"260845000000",64,68,NA,7,7,0
"260893000000",37,NA,4,7,NA,NA
"260956000000",53,NA,NA,2,NA,0
"260959000000",65,NA,3,2,NA,0
"261112000000",78,NA,4,2,NA,0
"261191000000",63,NA,3,2,NA,0
"261315000000",47,49,NA,2,2,0
"261315000000",56,48,1,7,7,2
"261324000000",69,NA,NA,7,NA,0
"261337000000",51,NA,3,2,NA,9
"261364000000",44,47,NA,2,2,2
"261424000000",49,NA,NA,7,NA,NA
"261502000000",30,31,1,1,1,1
"261578000000",55,50,1,2,2,0
"261581000000",NA,NA,NA,NA,NA,NA
"261593000000",45,NA,NA,2,NA,0
"261651000000",44,NA,3,1,NA,0
"261656000000",56,49,NA,7,7,2
"261677000000",NA,NA,3,NA,NA,NA
"261699000000",NA,NA,NA,NA,NA,NA
"261735000000",52,NA,3,7,NA,NA
"261800000000",56,NA,NA,7,NA,NA
"261862000000",NA,NA,NA,NA,NA,NA
"261887000000",30,35,NA,1,7,0
"262032000000",56,NA,NA,2,NA,0
"262106000000",44,NA,3,2,NA,0
"262146000000",80,NA,3,2,NA,0
"262214000000",NA,NA,NA,NA,NA,NA
"262232000000",NA,NA,NA,NA,NA,NA
"262239000000",67,62,1,2,2,9
"262239000000",67,62,1,2,2,9
"262258000000",NA,NA,NA,NA,NA,NA
"262300000000",60,65,1,2,2,0
"262305000000",67,68,NA,2,2,0
"262315000000",59,NA,3,2,NA,NA
"262315000000",48,NA,NA,7,NA,NA
"262322000000",59,NA,1,7,NA,NA
"262358000000",41,NA,NA,7,NA,0
"262373000000",38,38,3,2,2,3
"262427000000",59,NA,NA,7,NA,NA
"262442000000",51,NA,NA,2,NA,NA
"262468000000",51,53,NA,1,1,0
"262482000000",NA,NA,NA,NA,NA,NA
"262499000000",80,NA,NA,2,NA,0
"262521000000",NA,NA,NA,NA,NA,NA
"262532000000",65,NA,NA,2,NA,NA
"262537000000",50,NA,NA,2,NA,0
"262568000000",62,51,NA,1,1,0
"262603000000",NA,NA,NA,NA,NA,NA
"262634000000",55,NA,1,7,NA,9
"262648000000",61,NA,3,1,NA,NA
"262649000000",54,NA,2,2,NA,0
"262679000000",46,NA,NA,7,NA,NA
"262690000000",48,54,1,2,2,0
"10239994130",46,50,NA,1,1,0
"12342206180",NA,NA,1,NA,NA,NA
"12538288200",NA,NA,NA,NA,NA,NA
"250253000000",52,NA,2,1,NA,9
"250297000000",NA,NA,NA,NA,NA,NA
"250309000000",NA,NA,NA,NA,NA,NA
"250310000000",63,NA,1,1,NA,0
"250315000000",55,NA,3,1,NA,0
"250318000000",81,81,NA,2,2,3
"250320000000",45,NA,4,2,NA,9
"250327000000",44,48,1,2,2,2
"250350000000",NA,NA,NA,NA,NA,9
"250351000000",NA,NA,NA,NA,NA,NA
"250365000000",43,56,1,7,7,3
"250376000000",61,68,1,1,1,0
"250380000000",46,42,1,1,1,0
"250384000000",NA,NA,NA,NA,NA,NA
"250387000000",NA,NA,NA,NA,NA,NA
"250397000000",NA,NA,NA,NA,NA,NA
"250505000000",56,63,1,1,1,9
"250513000000",44,42,1,1,1,0
"250520000000",65,64,1,2,2,2
"250524000000",47,48,4,2,2,0
"250527000000",52,NA,3,2,NA,NA
"250528000000",NA,NA,NA,NA,NA,NA
"250529000000",NA,NA,NA,NA,NA,NA
"250536000000",48,49,1,1,1,9
"250541000000",64,NA,NA,1,NA,0
"250545000000",47,NA,NA,2,NA,0
"250549000000",52,NA,1,1,NA,0
"250550000000",58,NA,3,7,NA,0
"250550000000",NA,NA,NA,NA,NA,NA
"250554000000",55,59,1,1,1,0
"250556000000",67,NA,3,1,NA,0
"250562000000",NA,NA,NA,NA,NA,NA
"250565000000",70,64,NA,7,7,2
"250572000000",57,55,NA,1,1,0
"250575000000",NA,NA,NA,NA,NA,NA
"250575000000",NA,NA,NA,NA,NA,NA
"250578000000",NA,NA,NA,NA,NA,NA
"250579000000",NA,NA,NA,NA,NA,NA
"250579000000",33,NA,3,7,NA,NA
"250581000000",44,NA,NA,2,NA,9
"250582000000",48,48,1,1,1,1
"250587000000",NA,NA,NA,NA,NA,NA
"250591000000",63,NA,3,1,NA,NA
"250592000000",63,NA,NA,7,NA,0
"250594000000",61,NA,3,2,NA,0
"250595000000",NA,NA,NA,NA,NA,NA
"250596000000",NA,NA,NA,NA,NA,NA
"250596000000",NA,NA,NA,NA,NA,NA
"250598000000",59,57,1,1,1,0
"250598000000",49,NA,3,1,NA,0
"250599000000",NA,NA,NA,NA,NA,NA
"250599000000",55,52,1,1,7,1
"250602000000",57,63,1,1,1,0
"250606000000",53,54,2,2,2,0
"250612000000",53,NA,NA,2,NA,0
"250613000000",52,45,1,1,1,0
"250620000000",41,46,3,1,1,0
"250620000000",61,NA,NA,7,NA,NA
"250625000000",61,NA,3,2,NA,0
"250626000000",NA,NA,NA,NA,NA,NA
"250627000000",60,NA,3,1,NA,0
"250629000000",NA,NA,NA,NA,NA,NA
"250634000000",37,NA,3,1,NA,0
"250635000000",53,55,1,1,1,0
"250637000000",NA,NA,NA,NA,NA,NA
"250637000000",68,69,1,1,1,0
"250641000000",53,50,1,1,1,0
"250643000000",53,NA,3,2,NA,0
"250647000000",52,NA,3,2,NA,0
"250648000000",30,NA,3,2,NA,0
"250650000000",59,NA,NA,2,NA,0
"250652000000",NA,NA,3,NA,NA,NA
"250661000000",NA,NA,NA,NA,NA,NA
"250664000000",52,NA,NA,1,NA,0
"250664000000",NA,NA,NA,NA,NA,NA
"250665000000",31,NA,3,7,NA,9
"250670000000",59,57,1,1,1,0
"250670000000",38,32,1,1,1,0
"250679000000",31,31,NA,1,7,9
"250679000000",52,47,1,1,1,0
"250681000000",NA,NA,NA,NA,NA,NA
"250688000000",NA,NA,NA,NA,NA,NA
"250691000000",51,50,3,1,1,0
"250694000000",46,47,NA,1,1,1
"250694000000",47,48,1,1,1,0
"250695000000",NA,NA,NA,NA,NA,NA
"250700000000",NA,NA,NA,NA,NA,NA
"250800000000",NA,NA,NA,NA,NA,NA
"250800000000",70,72,NA,7,7,0
"250802000000",NA,NA,NA,NA,NA,NA
"250810000000",47,48,1,1,1,1
"250810000000",NA,NA,NA,NA,NA,NA
