"RecNumbr","F1Age","F2Age","FOSFAMST","F1Race","F2Race","Transracial"
"250811000000",53,NA,3,7,NA,0
"250816000000",57,62,NA,1,1,0
"250819000000",NA,NA,1,NA,NA,NA
"250820000000",60,NA,NA,2,NA,NA
"250823000000",49,NA,NA,7,NA,0
"250824000000",42,NA,3,2,NA,0
"250828000000",NA,NA,NA,NA,NA,NA
"250829000000",46,NA,3,7,NA,NA
"250834000000",43,43,1,1,1,0
"250836000000",64,NA,3,2,NA,0
"250836000000",45,NA,3,2,NA,0
"250847000000",NA,NA,NA,NA,NA,NA
"250849000000",61,62,3,2,2,0
"250853000000",53,NA,NA,7,NA,0
"250854000000",51,57,1,1,1,0
"250855000000",46,45,3,2,2,0
"250859000000",53,50,1,1,1,0
"250862000000",NA,NA,NA,NA,NA,NA
"250863000000",44,NA,3,2,NA,NA
"250864000000",48,NA,3,7,NA,0
"250866000000",32,NA,3,7,NA,0
"250869000000",65,NA,3,7,NA,NA
"250869000000",65,NA,3,7,NA,NA
"250871000000",68,69,1,1,1,0
"250873000000",56,NA,NA,2,NA,0
"250876000000",NA,NA,NA,NA,NA,NA
"250876000000",44,48,1,1,1,1
"250876000000",45,45,NA,1,1,0
"250877000000",63,NA,NA,2,NA,0
"250878000000",41,NA,3,2,NA,NA
"250883000000",28,NA,NA,2,NA,0
"250886000000",NA,NA,NA,NA,NA,NA
"250889000000",NA,NA,NA,NA,NA,NA
"250894000000",66,63,NA,2,2,0
"250899000000",62,60,NA,2,2,3
"250901000000",45,35,3,2,2,0
"250911000000",31,30,2,2,2,0
"250918000000",NA,NA,NA,NA,NA,9
"250918000000",30,NA,NA,2,NA,0
"250918000000",30,NA,NA,2,NA,0
"250952000000",56,55,NA,2,2,3
"250955000000",51,NA,3,2,NA,0
"250956000000",40,41,3,7,7,0
"250971000000",52,NA,NA,2,NA,0
"250989000000",57,61,1,1,1,0
"251101000000",64,NA,NA,7,NA,0
"251103000000",39,30,3,7,1,0
"251104000000",NA,NA,NA,NA,NA,NA
"251112000000",38,NA,3,2,NA,0
"251121000000",77,NA,3,7,NA,NA
"251138000000",27,NA,NA,2,NA,0
"251151000000",51,NA,3,2,NA,0
"251178000000",78,NA,3,7,NA,NA
"251187000000",73,NA,3,2,NA,0
"251200000000",44,NA,1,2,NA,0
"251210000000",57,NA,2,2,NA,0
"251236000000",53,NA,3,2,NA,0
"251265000000",55,56,1,2,2,0
"251299000000",53,NA,2,2,NA,NA
"251366000000",54,NA,1,2,NA,0
"251383000000",NA,NA,NA,NA,NA,NA
"251394000000",NA,NA,NA,NA,NA,9
"251470000000",50,56,NA,2,7,0
"251494000000",75,NA,NA,2,NA,0
"251494000000",62,68,3,2,2,0
"251497000000",44,NA,3,1,NA,0
"251510000000",71,NA,3,2,NA,0
"251524000000",60,NA,3,2,NA,0
"251526000000",NA,NA,NA,NA,NA,NA
"251528000000",48,NA,3,2,NA,0
"251538000000",66,NA,1,2,NA,0
"251561000000",NA,NA,NA,NA,NA,NA
"251563000000",60,60,NA,7,7,3
"251591000000",38,NA,NA,2,NA,0
"251593000000",47,NA,NA,2,NA,0
"251596000000",48,NA,3,2,NA,9
"251644000000",52,NA,1,2,NA,0
"251645000000",NA,NA,NA,NA,NA,NA
"251670000000",52,NA,1,2,NA,0
"251695000000",59,NA,NA,7,NA,0
"251720000000",39,NA,NA,7,NA,NA
"251733000000",NA,NA,NA,NA,NA,NA
"251735000000",NA,NA,NA,NA,NA,NA
"251741000000",54,NA,3,7,NA,NA
"251752000000",36,37,NA,7,7,0
"251770000000",52,NA,3,2,NA,0
"251773000000",NA,NA,3,NA,NA,NA
"251790000000",49,44,1,1,1,0
"251797000000",40,NA,3,2,NA,0
"251817000000",45,48,NA,2,2,0
"251820000000",47,42,1,2,2,3
"251835000000",66,60,1,2,2,0
"251840000000",58,62,3,2,2,0
"251866000000",51,NA,NA,2,NA,0
"251878000000",48,52,3,7,7,0
"251884000000",NA,NA,NA,NA,NA,NA
"251969000000",72,NA,1,2,NA,0
"251981000000",72,NA,NA,2,NA,0
"252077000000",NA,NA,NA,NA,NA,NA
"252103000000",56,NA,NA,7,NA,0
"252120000000",52,NA,3,2,NA,0
"252122000000",49,NA,NA,7,NA,NA
"252132000000",52,55,1,2,2,0
"252140000000",60,66,1,2,2,0
"252156000000",56,68,NA,1,1,1
"252168000000",NA,NA,NA,NA,NA,NA
"260125000000",62,NA,3,1,NA,0
"260139000000",NA,NA,3,NA,NA,NA
"260153000000",66,NA,NA,7,NA,9
"260182000000",52,67,1,2,2,3
"260191000000",54,NA,NA,2,NA,0
"260201000000",59,55,NA,7,7,0
"260224000000",52,NA,3,2,NA,0
"260238000000",38,47,3,7,2,2
"260243000000",NA,NA,NA,NA,NA,NA
"260264000000",70,NA,3,7,NA,NA
"260277000000",NA,NA,NA,NA,NA,NA
"260285000000",44,41,1,1,1,0
"260309000000",NA,NA,NA,NA,NA,NA
"260343000000",NA,NA,NA,NA,NA,NA
"260363000000",58,NA,1,2,NA,0
"260375000000",NA,NA,NA,NA,NA,NA
"260383000000",31,NA,3,2,NA,0
"260395000000",61,NA,NA,2,NA,0
"260515000000",45,NA,NA,2,NA,0
"260524000000",45,NA,NA,2,NA,NA
"260534000000",41,NA,NA,7,NA,0
"260584000000",39,NA,3,7,NA,0
"260628000000",44,NA,3,2,NA,0
"260639000000",46,49,1,7,7,3
"260645000000",50,NA,3,2,NA,0
"260664000000",49,NA,3,2,NA,0
"260824000000",52,55,NA,7,7,0
"260827000000",NA,NA,NA,NA,NA,NA
"260868000000",72,NA,3,7,NA,NA
"261112000000",NA,NA,3,NA,NA,NA
"261134000000",NA,NA,NA,NA,NA,NA
"261162000000",48,NA,NA,2,NA,NA
"261170000000",43,NA,NA,7,NA,0
"261173000000",46,59,2,2,2,3
"261188000000",NA,NA,NA,NA,NA,9
"261225000000",44,41,NA,2,2,0
"261232000000",60,NA,3,2,NA,0
"261272000000",45,NA,NA,2,NA,NA
"261315000000",55,47,1,7,7,9
"261316000000",70,NA,NA,2,NA,0
"261379000000",54,NA,3,2,NA,0
"261396000000",31,33,NA,7,7,3
"261453000000",71,NA,3,2,NA,0
"261532000000",55,64,2,1,1,1
"261551000000",62,55,1,2,1,0
"261596000000",67,70,NA,2,2,2
"261608000000",56,NA,NA,2,NA,0
"261645000000",62,60,3,7,7,9
"261653000000",NA,NA,NA,NA,NA,NA
"261740000000",56,NA,NA,2,NA,NA
"261858000000",49,NA,3,2,NA,0
"261887000000",70,71,1,2,2,2
"261932000000",45,40,1,1,1,9
"261952000000",69,69,1,2,2,0
"261996000000",66,NA,3,7,NA,9
"261999000000",63,60,NA,7,7,2
"262040000000",52,NA,3,7,NA,NA
"262090000000",NA,NA,NA,NA,NA,NA
"262155000000",NA,NA,NA,NA,NA,NA
"262184000000",62,57,NA,2,2,0
"262229000000",37,NA,NA,2,NA,0
"262245000000",41,42,2,2,2,3
"262247000000",55,NA,2,2,NA,0
"262285000000",51,NA,1,2,NA,NA
"262288000000",68,64,1,1,1,0
"262300000000",60,65,NA,2,2,0
"262303000000",36,NA,3,2,NA,0
"262306000000",57,NA,NA,2,NA,0
"262343000000",39,51,NA,2,2,0
"262345000000",62,50,NA,2,2,0
"262362000000",38,NA,3,7,NA,0
"262369000000",56,56,1,1,1,0
"262401000000",65,NA,1,2,NA,0
"262458000000",45,43,NA,2,2,0
"262462000000",50,NA,3,2,NA,0
"262463000000",54,NA,3,2,NA,0
"262478000000",51,NA,3,2,NA,0
"262495000000",NA,NA,NA,NA,NA,NA
"262497000000",59,NA,3,2,NA,NA
"262521000000",40,NA,NA,2,NA,NA
"262524000000",49,NA,NA,2,NA,0
"262528000000",48,42,1,7,7,2
"262542000000",52,51,NA,2,2,0
"262547000000",47,NA,3,2,NA,0
"262547000000",47,NA,3,2,NA,0
"262552000000",36,NA,NA,2,NA,0
"262555000000",64,57,NA,7,7,0
"262568000000",61,50,NA,1,1,0
"262596000000",56,NA,1,2,NA,0
"262598000000",51,NA,NA,2,NA,0
"262638000000",NA,NA,NA,NA,NA,NA
"10244507060",47,57,NA,7,7,3
"12251010210",32,NA,3,2,NA,9
"12296631060",56,NA,3,7,NA,9
"12442348180",62,NA,3,7,NA,0
"250652000000",61,58,1,2,2,0
"250653000000",NA,NA,NA,NA,NA,NA
"250661000000",51,NA,3,1,NA,0
"250696000000",34,NA,3,2,NA,0
"250802000000",36,45,1,1,1,0
"250803000000",NA,NA,NA,NA,NA,NA
"250820000000",NA,NA,NA,NA,NA,NA
"250823000000",47,48,1,1,7,0
"250843000000",54,51,NA,1,1,0
"250844000000",44,48,1,2,2,2
"250850000000",38,NA,NA,2,NA,9
"250856000000",54,45,1,1,1,0
"250872000000",47,NA,2,1,NA,0
"250877000000",52,NA,NA,2,NA,9
"250886000000",51,45,1,1,2,0
"250903000000",NA,NA,NA,NA,NA,NA
"250909000000",40,44,1,1,1,0
"250916000000",43,NA,3,1,NA,9
"250925000000",57,NA,4,1,NA,NA
"250934000000",62,NA,3,1,NA,0
"250936000000",39,NA,3,2,NA,0
"250936000000",67,57,1,1,1,0
"250936000000",63,56,1,2,2,9
"250939000000",51,NA,3,2,NA,NA
"250945000000",29,34,1,1,1,0
"250948000000",48,49,1,1,1,0
"250948000000",NA,NA,NA,NA,NA,9
"250951000000",43,52,1,7,7,2
"250955000000",44,36,1,1,1,9
"250959000000",40,NA,3,1,NA,0
"250960000000",46,51,1,1,1,0
"250963000000",55,52,1,1,7,1
"250965000000",63,NA,3,1,NA,0
"250968000000",NA,NA,NA,NA,NA,NA
"250974000000",44,NA,1,2,NA,9
"250981000000",NA,NA,NA,NA,NA,NA
"250981000000",50,NA,NA,2,NA,0
"250981000000",35,41,1,1,1,0
"250982000000",62,64,2,1,1,9
"250984000000",44,NA,3,2,NA,0
"250985000000",55,66,1,2,2,0
"250986000000",42,NA,3,2,NA,9
"250987000000",44,48,NA,1,1,0
"250987000000",54,NA,NA,7,NA,NA
"250990000000",52,NA,1,1,NA,0
"250995000000",59,59,1,1,1,0
"250996000000",64,64,NA,1,1,0
"250996000000",58,60,1,2,2,3
"251101000000",65,NA,1,1,NA,NA
"251106000000",36,NA,4,2,NA,0
"251108000000",33,NA,3,1,NA,0
"251113000000",NA,NA,NA,NA,NA,9
"251118000000",54,NA,3,2,NA,0
"251119000000",48,46,NA,2,1,0
"251122000000",44,45,2,2,2,0
"251124000000",NA,NA,3,NA,NA,9
"251132000000",NA,NA,NA,NA,NA,NA
"251133000000",NA,NA,NA,NA,NA,NA
"251137000000",34,37,1,1,1,0
"251139000000",NA,NA,1,NA,NA,NA
"251140000000",54,NA,3,2,NA,NA
"251141000000",45,45,1,1,1,1
"251142000000",64,NA,NA,1,NA,0
"251146000000",NA,NA,NA,NA,NA,9
"251146000000",NA,NA,NA,NA,NA,9
"251147000000",41,NA,3,2,NA,0
"251149000000",50,NA,NA,7,NA,NA
"251151000000",51,NA,3,2,NA,0
"251151000000",NA,NA,NA,NA,NA,NA
"251158000000",70,NA,3,2,NA,0
"251158000000",51,62,3,7,7,2
"251159000000",44,61,NA,2,2,2
"251160000000",NA,NA,NA,NA,NA,NA
"251163000000",NA,NA,NA,NA,NA,NA
"251165000000",68,77,NA,7,7,2
"251166000000",46,48,NA,7,7,0
"251173000000",31,NA,NA,1,NA,0
"251183000000",53,58,1,1,1,1
"251186000000",57,NA,1,1,NA,0
"251191000000",31,NA,3,7,NA,9
"251191000000",56,57,1,2,2,0
"251192000000",59,NA,3,7,NA,NA
"251196000000",56,NA,NA,2,NA,NA
"251199000000",44,41,1,1,7,9
"251203000000",56,NA,NA,7,NA,0
"251204000000",33,NA,3,1,NA,0
"251208000000",53,NA,3,2,NA,NA
"251212000000",50,62,NA,1,1,1
"251217000000",NA,NA,NA,NA,NA,NA
"251218000000",53,NA,3,2,NA,9
"251218000000",31,NA,3,7,NA,9
"251220000000",NA,NA,NA,NA,NA,NA
"251223000000",67,NA,NA,2,NA,NA
"251223000000",49,48,1,1,1,0
"251225000000",46,NA,3,2,NA,0
"251226000000",NA,NA,NA,NA,NA,NA
"251231000000",48,46,1,1,1,0
"251232000000",36,NA,NA,2,NA,0
"251233000000",43,44,1,1,1,0
"251234000000",63,NA,NA,2,NA,0
"251236000000",NA,NA,NA,NA,NA,NA
"251237000000",41,46,3,1,1,0
"251237000000",40,NA,3,2,NA,9
"251240000000",NA,NA,NA,NA,NA,NA
"251242000000",69,72,1,1,1,0
"251246000000",NA,NA,NA,NA,NA,NA
"251247000000",NA,NA,NA,NA,NA,9
"251249000000",57,NA,3,2,NA,0
"251250000000",NA,NA,NA,NA,NA,9
"251251000000",43,NA,3,2,NA,0
"251251000000",NA,NA,NA,NA,NA,NA
"251260000000",NA,NA,3,NA,NA,9
"251261000000",59,NA,NA,2,NA,9
"251264000000",67,65,NA,1,1,1
"251266000000",NA,NA,1,NA,NA,NA
"251270000000",32,NA,3,1,NA,0
"251270000000",30,NA,3,2,NA,0
"251272000000",NA,NA,1,NA,NA,NA
"251272000000",80,80,NA,2,2,3
"251276000000",37,40,NA,7,7,2
"251278000000",NA,NA,NA,NA,NA,NA
"251281000000",52,58,NA,1,1,0
"251284000000",75,NA,3,2,NA,0
"251296000000",NA,NA,NA,NA,NA,NA
"251302000000",NA,NA,NA,NA,NA,NA
"251306000000",NA,NA,NA,NA,NA,NA
"251308000000",NA,NA,NA,NA,NA,NA
"251311000000",NA,NA,NA,NA,NA,NA
"251313000000",41,NA,NA,2,NA,0
"251315000000",49,NA,NA,2,NA,0
"251316000000",45,NA,3,7,NA,NA
"251316000000",NA,NA,NA,NA,NA,NA
"251317000000",NA,NA,NA,NA,NA,NA
"251330000000",40,37,1,1,1,0
"251336000000",64,NA,3,7,NA,0
"251342000000",60,55,1,1,1,0
"251352000000",44,45,1,2,2,0
"251352000000",38,NA,3,2,NA,0
"251360000000",NA,NA,NA,NA,NA,NA
"251380000000",47,46,1,1,1,0
"251381000000",41,34,3,2,2,0
"251413000000",47,50,1,1,1,0
"251424000000",47,NA,NA,2,NA,0
"251426000000",42,42,1,1,1,0
"251436000000",43,NA,NA,2,NA,NA
"251437000000",73,60,3,2,2,0
"251439000000",32,NA,3,2,NA,0
"251452000000",54,NA,3,2,NA,0
"251462000000",NA,NA,NA,NA,NA,NA
"251493000000",41,NA,3,1,NA,NA
"251499000000",NA,NA,NA,NA,NA,NA
"251528000000",38,NA,NA,7,NA,0
"251528000000",78,NA,3,2,NA,0
"251531000000",48,47,1,1,1,0
"251533000000",38,NA,3,2,NA,0
"251537000000",53,52,1,1,1,0
"251541000000",NA,NA,NA,NA,NA,9
"251555000000",NA,NA,NA,NA,NA,NA
"251564000000",75,NA,3,1,NA,9
"251567000000",41,NA,NA,7,NA,0
"251568000000",53,48,1,1,1,0
"251579000000",63,NA,3,7,NA,NA
"251585000000",56,NA,NA,2,NA,9
"251593000000",59,54,3,2,2,0
"251595000000",70,NA,NA,7,NA,NA
"251596000000",61,NA,NA,2,NA,0
"251638000000",NA,NA,NA,NA,NA,NA
"251652000000",NA,NA,NA,NA,NA,NA
"251681000000",56,NA,NA,2,NA,9
"251702000000",57,NA,3,1,NA,0
"251720000000",39,NA,NA,7,NA,NA
"251740000000",54,56,NA,2,2,0
"251782000000",34,NA,NA,2,NA,NA
"251788000000",32,NA,3,2,NA,0
"251793000000",59,NA,NA,7,NA,NA
"251798000000",56,58,3,1,1,0
"251817000000",NA,NA,NA,NA,NA,NA
"251820000000",68,NA,3,7,NA,0
"251864000000",58,62,3,2,2,0
"251866000000",59,62,1,2,2,0
"251871000000",46,NA,3,2,NA,0
"251878000000",48,52,3,7,7,0
"251883000000",57,NA,NA,2,NA,0
"251883000000",NA,NA,NA,NA,NA,NA
"251889000000",45,46,1,2,2,0
"251921000000",52,47,1,1,1,0
"251934000000",62,59,1,2,2,0
"251941000000",NA,NA,NA,NA,NA,NA
"251950000000",65,NA,NA,2,NA,0
"251960000000",43,48,1,1,1,0
"251960000000",64,70,NA,2,2,9
"251973000000",45,NA,NA,2,NA,0
"251981000000",72,NA,NA,2,NA,0
"252017000000",49,NA,3,7,NA,NA
"252022000000",49,NA,NA,7,NA,9
"252025000000",45,NA,3,2,NA,0
"252039000000",34,NA,NA,2,NA,0
"252052000000",50,62,1,7,7,3
"252075000000",53,NA,NA,2,NA,NA
"252082000000",59,NA,3,7,NA,NA
"252084000000",49,55,1,2,2,0
"252113000000",66,NA,NA,7,NA,NA
"252121000000",36,NA,3,2,NA,0
"252133000000",49,43,1,2,2,9
"252135000000",79,NA,3,2,NA,0
"252138000000",35,27,3,2,7,0
"252147000000",NA,NA,NA,NA,NA,NA
"252175000000",43,NA,3,7,NA,NA
"252176000000",NA,NA,NA,NA,NA,NA
"252184000000",54,NA,3,7,NA,0
"260107000000",30,NA,NA,2,NA,0
"260107000000",56,NA,NA,2,NA,0
"260111000000",38,NA,3,2,NA,0
"260137000000",68,NA,1,7,NA,0
"260144000000",63,78,3,7,7,3
"260159000000",49,NA,NA,2,NA,9
"260182000000",53,NA,3,7,NA,NA
"260186000000",48,NA,3,2,NA,0
"260187000000",35,NA,3,7,NA,NA
"260209000000",NA,NA,NA,NA,NA,NA
"260224000000",31,NA,NA,1,NA,NA
"260231000000",53,61,NA,2,2,2
"260259000000",43,52,1,2,2,3
"260287000000",66,NA,1,2,NA,0
"260317000000",49,39,3,7,7,3
"260354000000",49,NA,3,7,NA,0
"260377000000",NA,NA,1,NA,NA,NA
"260380000000",44,NA,NA,2,NA,0
"260515000000",NA,NA,NA,NA,NA,NA
"260559000000",NA,NA,NA,NA,NA,NA
"260565000000",52,50,NA,7,7,3
"260588000000",NA,NA,3,NA,NA,NA
"260645000000",NA,NA,NA,NA,NA,NA
"260657000000",56,NA,3,2,NA,0
"260686000000",59,65,1,2,2,0
"260688000000",72,NA,NA,2,NA,0
"260690000000",38,60,NA,2,2,0
"260845000000",64,68,NA,7,7,0
"260893000000",NA,NA,NA,NA,NA,NA
"260951000000",45,NA,2,2,NA,0
"260959000000",65,NA,2,2,NA,0
"261104000000",67,59,NA,4,4,2
"261132000000",NA,NA,NA,NA,NA,NA
"261150000000",53,58,1,1,1,0
"261155000000",55,NA,3,2,NA,0
"261201000000",47,NA,NA,2,NA,0
"261208000000",50,NA,3,2,NA,0
"261218000000",NA,NA,2,NA,NA,NA
"261222000000",48,49,1,1,2,0
"261324000000",68,NA,NA,7,NA,0
"261334000000",NA,NA,NA,NA,NA,NA
"261367000000",54,NA,NA,2,NA,NA
"261374000000",NA,NA,NA,NA,NA,NA
"261377000000",65,NA,3,7,NA,9
"261430000000",48,NA,3,2,NA,0
"261462000000",55,NA,3,7,NA,NA
"261592000000",56,NA,4,2,NA,0
"261596000000",41,NA,3,7,NA,NA
"261616000000",27,NA,3,7,NA,NA
"261628000000",38,NA,3,2,NA,9
"261640000000",55,58,1,2,7,0
"261656000000",NA,NA,NA,NA,NA,NA
"261755000000",42,NA,1,2,NA,0
"261757000000",41,NA,2,2,NA,0
"261824000000",50,NA,NA,7,NA,0
"261837000000",45,47,1,2,2,0
"261848000000",NA,NA,NA,NA,NA,NA
"261893000000",59,NA,3,2,NA,0
"261997000000",38,37,NA,2,2,0
"262092000000",35,NA,1,1,NA,0
"262222000000",49,NA,3,7,NA,0
"262245000000",45,51,NA,2,7,0
"262245000000",41,42,2,2,2,3
"262248000000",59,NA,1,7,NA,0
"262265000000",NA,NA,NA,NA,NA,NA
"262276000000",NA,NA,NA,NA,NA,NA
"262306000000",NA,NA,NA,NA,NA,NA
"262315000000",78,NA,NA,2,NA,0
"262343000000",64,NA,NA,2,NA,0
"262345000000",NA,NA,NA,NA,NA,NA
"262351000000",32,NA,3,2,NA,0
"262352000000",57,NA,3,2,NA,0
"262367000000",50,NA,3,2,NA,0
"262373000000",55,NA,3,7,NA,0
"262397000000",29,31,1,2,2,0
"262406000000",58,NA,3,2,NA,0
"262417000000",NA,NA,NA,NA,NA,NA
"262445000000",NA,NA,NA,NA,NA,NA
"262454000000",NA,NA,NA,NA,NA,NA
"262458000000",44,42,NA,2,2,0
"262463000000",75,NA,1,2,NA,NA
"262474000000",42,NA,2,2,NA,NA
"262490000000",54,NA,3,2,NA,0
"262497000000",58,NA,3,2,NA,NA
"262497000000",52,NA,3,2,NA,0
"262499000000",80,NA,NA,2,NA,0
"262533000000",48,45,NA,1,1,0
"262542000000",52,51,NA,2,2,0
"262545000000",43,NA,3,4,NA,NA
"262553000000",47,48,NA,1,1,0
"262577000000",NA,NA,NA,NA,NA,NA
"262579000000",57,NA,NA,2,NA,0
"262611000000",55,NA,NA,7,NA,NA
"262632000000",NA,NA,NA,NA,NA,NA
"262638000000",45,NA,3,2,NA,0
"262648000000",61,NA,3,1,NA,NA
"262654000000",62,NA,1,7,NA,NA
"262668000000",43,NA,3,2,NA,0
"262679000000",44,49,NA,1,7,0
"251170000000",NA,NA,NA,NA,NA,NA
"251187000000",NA,NA,NA,NA,NA,NA
"251225000000",44,NA,1,1,NA,0
"251241000000",NA,NA,NA,NA,NA,NA
"251275000000",43,NA,NA,2,NA,0
"251283000000",69,NA,3,2,NA,0
"251285000000",NA,NA,1,NA,NA,NA
"251291000000",53,NA,NA,2,NA,0
"251293000000",48,48,1,1,1,0
"251294000000",54,NA,3,2,NA,0
"251298000000",58,NA,NA,2,NA,NA
"251301000000",40,39,1,1,1,9
"251319000000",54,NA,3,2,NA,0
"251321000000",50,50,1,1,1,1
"251321000000",54,NA,3,2,NA,0
"251327000000",57,NA,NA,2,NA,0
"251333000000",NA,NA,NA,NA,NA,NA
"251334000000",58,60,1,1,1,0
"251334000000",43,56,1,7,7,9
"251338000000",52,55,1,2,2,0
"251338000000",46,52,1,2,2,0
"251343000000",29,29,1,1,2,9
"251349000000",67,NA,3,1,NA,0
"251351000000",NA,NA,NA,NA,NA,NA
"251361000000",59,NA,3,2,NA,0
"251364000000",47,48,1,1,1,1
"251364000000",NA,NA,NA,NA,NA,9
"251366000000",51,57,1,1,1,0
"251368000000",45,NA,1,2,NA,0
"251371000000",52,62,1,7,1,0
"251376000000",45,NA,4,2,NA,0
"251377000000",47,54,1,2,2,0
"251383000000",44,NA,3,1,NA,0
"251383000000",NA,NA,NA,NA,NA,NA
"251384000000",37,40,1,1,1,0
"251385000000",NA,NA,3,NA,NA,NA
"251388000000",56,NA,3,2,NA,NA
"251390000000",NA,NA,NA,NA,NA,9
"251391000000",59,NA,3,1,NA,9
"251393000000",54,57,1,1,1,0
"251394000000",56,NA,NA,2,NA,9
"251394000000",NA,NA,NA,NA,NA,NA
"251397000000",NA,NA,NA,NA,NA,NA
"251401000000",NA,NA,NA,NA,NA,NA
"251402000000",33,34,1,1,1,1
"251408000000",48,48,1,1,1,0
"251417000000",40,56,1,1,1,0
"251421000000",42,NA,3,1,NA,0
"251424000000",54,57,NA,1,1,0
"251430000000",50,NA,NA,1,NA,0
"251441000000",61,68,1,1,1,0
"251443000000",52,NA,3,2,NA,NA
"251443000000",52,NA,2,1,NA,9
"251446000000",NA,NA,NA,NA,NA,NA
"251449000000",48,NA,3,2,NA,0
"251449000000",56,NA,3,2,NA,9
"251460000000",49,52,1,1,1,0
"251462000000",NA,NA,NA,NA,NA,NA
"251462000000",50,NA,3,2,NA,0
"251462000000",NA,NA,NA,NA,NA,9
"251463000000",53,NA,NA,7,NA,9
"251464000000",44,29,4,2,2,0
"251468000000",49,50,1,1,1,0
"251469000000",45,47,1,1,1,0
"251470000000",50,56,NA,2,7,0
"251472000000",38,50,1,1,1,0
"251472000000",NA,NA,NA,NA,NA,NA
"251474000000",57,NA,3,2,NA,0
"251474000000",69,NA,3,2,NA,0
"251476000000",NA,NA,NA,NA,NA,NA
"251477000000",29,34,1,1,1,0
"251480000000",NA,NA,NA,NA,NA,NA
"251483000000",61,NA,3,2,NA,0
"251487000000",52,NA,3,1,NA,0
"251487000000",NA,NA,NA,NA,NA,NA
"251490000000",34,NA,3,7,NA,NA
"251491000000",NA,NA,NA,NA,NA,9
"251493000000",53,NA,3,2,NA,0
"251498000000",65,64,1,2,2,9
"251498000000",44,NA,3,1,NA,0
"251515000000",50,NA,NA,2,NA,0
"251517000000",NA,NA,NA,NA,NA,NA
"251523000000",61,NA,3,2,NA,0
"251525000000",52,59,1,1,1,0
"251532000000",52,NA,4,1,NA,0
"251534000000",51,NA,NA,1,NA,0
"251536000000",55,59,1,1,1,0
"251538000000",69,NA,1,7,NA,NA
